zcta,Num Eligible,Num Ineligible
06260,1718,1900
06262,107,119
06263,58,64
06264,20,22
06266,75,88
06268,1788,3066
06269,1171,2008
06277,733,811
06278,793,876
06279,800,1371
06280,604,706
06281,1305,1443
06282,228,253
06320,4319,7398
06330,581,677
06331,947,1046
06332,105,116
06333,1150,1969
06334,429,503
06335,1244,1459
06336,17,20
06338,55,65
06339,1531,1795
06340,4695,8042
06350,23,27
06351,2864,3360
06353,32,37
06354,1051,1162
06355,2024,3466
06357,1798,3079
06359,945,1108
06360,6806,7984
06365,875,1027
06370,1310,1537
06371,1228,2957
06373,50,55
06374,1508,1667
06375,594,1015
06376,4,10
06377,509,562
06378,839,1437
06379,1389,2379
06380,530,622
06382,2028,2380
06384,485,536
06385,2490,4266
06387,68,75
06389,23,27
06390,47,112
06401,2325,4833
06403,735,1528
06405,3367,8491
06409,85,204
06410,3911,7580
06412,467,1125
06413,1640,3952
06414,41,99
06415,2946,3569
06416,1773,4271
06417,550,1324
06418,1509,3138
06419,769,1853
06420,775,914
06422,893,2151
06423,602,1450
06424,1547,3726
06426,430,1036
06437,2638,6652
06438,326,785
06439,13,31
06441,684,1649
06442,324,780
06443,2117,5338
06444,117,131
06447,881,1511
06450,6002,8506
06451,4150,5879
06455,369,890
06456,43,105
06457,5799,13969
06459,152,366
06460,6478,8783
06461,2557,3468
06467,69,77
06468,1936,4846
06469,408,984
06470,2083,4100
06471,860,2169
06472,769,1939
06473,2938,7406
06475,1308,3151
06477,2479,3362
06478,1556,3235
06479,1869,2089
06480,1169,2816
06481,156,377
06482,1390,2736
06483,2055,4273
06484,5014,10423
06488,2442,5076
06489,5936,6633
06492,7426,10539
06498,847,2041
06510,1153,702
06511,14598,8903
06512,4678,7719
06513,9204,7040
06514,4446,6279
06515,4676,2844
06516,9648,13081
06517,2493,3534
06518,3253,4611
06519,4041,2459
06524,920,1248
06525,1578,2140
06604,7164,4486
06605,5701,3570
06606,11566,7243
06607,2077,1301
06608,3419,2141
06610,5577,3493
06611,3790,9479
06612,781,1956
06614,3469,8684
06615,1912,4786
06702,951,578
06704,6690,4071
06705,6650,4075
06706,3603,2192
06708,7436,4524
06710,2709,1648
06712,1280,2481
06716,2192,4248
06750,205,365
06751,461,893
06752,213,419
06753,15,27
06754,234,416
06755,150,295
06756,448,796
06757,328,584
06758,5,9
06759,857,1524
06762,1038,2011
06763,332,590
06770,3891,8061
06776,3431,6754
06777,256,455
06778,185,329
06779,1130,2190
06782,310,602
06783,337,599
06784,462,909
06785,113,201
06786,1285,2491
06787,1035,2004
06790,5308,9441
06791,830,1476
06793,178,317
06794,167,297
06795,1901,3684
06796,153,272
06798,1331,2580
06801,2587,5093
06804,2268,4464
06807,889,1844
06810,7054,13887
06811,3990,7855
06812,1735,3415
06820,2242,5352
06824,3585,8976
06825,2271,5684
06830,3093,6412
06831,1884,3906
06840,2150,5131
06850,2857,5015
06851,3881,6812
06853,522,916
06854,4112,7217
06855,1151,2020
06870,953,1976
06877,2615,6241
06878,1052,2180
06880,3739,6570
06883,1080,2577
06890,459,1149
06896,908,2167
06897,1932,4611
06901,1307,2709
06902,8543,17708
06903,1779,3687
06905,2693,5582
06906,1224,2536
06907,1157,2399
07001,2013,3889
07002,12299,15356
07003,8744,12794
07004,599,2325
07005,1412,4353
07006,2034,7893
07008,3015,5826
07009,991,3839
07010,3847,6578
07011,8134,5288
07012,2601,1691
07013,4289,5466
07014,1089,708
07016,1603,6592
07017,7130,7357
07018,5555,5732
07020,2143,3664
07021,170,661
07022,2247,3841
07023,755,1736
07024,6006,10269
07026,4462,7090
07027,300,1233
07028,628,2380
07029,3781,4721
07030,9430,15660
07031,1911,4344
07032,7204,8995
07033,1157,1841
07034,893,2765
07035,969,2998
07036,6342,11537
07039,2148,8691
07040,4699,4819
07041,524,2122
07042,2084,8087
07043,1114,4147
07044,1109,4302
07045,929,2878
07046,397,1228
07047,12600,12655
07050,6266,6465
07052,3353,13554
07054,2655,8224
07055,13757,8944
07057,1379,3134
07058,491,1519
07059,961,5050
07060,5004,11565
07062,1398,3220
07063,1489,3433
07064,465,898
07065,4151,7552
07066,2184,3974
07067,2213,4278
07068,432,1747
07069,759,1775
07070,2188,4972
07071,2615,5944
07072,740,1683
07073,1164,2645
07074,364,826
07075,1178,2678
07076,2414,5553
07077,343,663
07078,964,3902
07079,3404,3491
07080,2623,5527
07081,1157,4760
07082,503,1558
07083,7701,12262
07086,2682,4454
07087,10702,17774
07088,491,781
07090,3015,6935
07092,478,1955
07093,12911,12968
07094,4410,4430
07095,2335,4594
07102,3731,1762
07103,10736,4040
07104,12896,6641
07105,12135,6249
07106,9424,3541
07107,10233,4950
07108,7822,2940
07109,6288,9199
07110,4980,7275
07111,11193,11478
07112,8109,3048
07114,4540,1998
07201,6393,3509
07202,9436,5180
07203,3188,5803
07204,1918,3055
07205,3078,4901
07206,6739,3699
07208,7298,4009
07302,8576,15856
07304,10491,8211
07305,15309,10356
07306,9541,13345
07307,6653,12300
07310,2637,4875
07311,242,447
07401,431,2055
07403,714,2154
07405,1773,4980
07407,2926,4650
07410,4772,7582
07416,606,1679
07417,699,3336
07418,215,596
07419,1013,2805
07420,469,1416
07421,644,1941
07422,675,1869
07423,223,1280
07424,3103,6269
07430,1607,7667
07432,441,2103
07435,208,612
07436,804,3833
07438,1108,3138
07439,245,678
07440,437,1227
07442,1031,3111
07444,1103,3098
07446,934,4457
07450,1362,7815
07452,635,3647
07456,1090,3288
07457,407,1142
07458,613,3522
07460,328,911
07461,2002,5545
07462,720,1994
07463,634,3025
07465,590,1779
07470,5481,14801
07480,1427,4305
07481,1047,4995
07501,9565,2741
07502,4186,1200
07503,5016,1437
07504,3384,970
07505,810,232
07506,2276,4598
07508,2781,5605
07512,1279,2585
07513,3026,867
07514,4843,1388
07522,5890,1688
07524,3566,1022
07601,6644,11092
07603,1267,2115
07604,1407,3197
07605,1395,2384
07606,314,714
07607,1005,2457
07608,9,20
07620,142,483
07621,2824,6902
07624,693,2358
07626,738,2510
07627,402,1368
07628,1782,4354
07630,382,2191
07631,2363,8041
07632,431,1465
07640,383,1302
07641,269,917
07642,531,3049
07643,1276,2899
07644,3581,5690
07645,680,2316
07646,1688,4124
07647,416,1417
07648,455,1549
07649,431,2476
07650,3034,5187
07652,2662,6506
07656,716,2437
07657,1715,2932
07660,1909,3187
07661,1201,2936
07662,580,1418
07663,1953,3103
07666,5953,9939
07670,1243,4229
07675,1864,7724
07676,486,2790
07677,321,1843
07701,2491,7330
07702,431,1261
07703,5,9
07704,646,1893
07711,219,389
07712,5663,10306
07716,896,2626
07717,247,580
07718,639,1871
07719,2757,6479
07720,532,1249
07721,376,1137
07722,747,2756
07723,183,324
07724,3371,6112
07726,4644,11593
07727,619,2137
07728,5636,14669
07730,1643,5027
07731,2951,10892
07732,485,1419
07733,1643,5027
07734,1291,3818
07735,1819,5435
07737,430,1258
07738,674,2063
07739,630,1845
07740,4639,8229
07746,1362,5033
07747,3269,9323
07748,2835,8406
07750,327,958
07751,1596,5898
07753,4759,11186
07755,927,1645
07756,402,946
07757,897,1592
07758,509,1490
07760,986,2887
07762,1100,2586
07764,1248,2214
07801,2551,7232
07803,358,1177
07820,7,12
07821,991,2639
07822,106,293
07823,1068,1927
07825,1394,2530
07826,620,1718
07827,455,1260
07828,1287,4236
07830,519,2050
07831,8,15
07832,572,1032
07833,16,30
07834,1764,4988
07836,1134,3730
07838,511,922
07840,4281,8625
07842,9,26
07843,1232,3413
07844,15,27
07846,7,12
07847,166,548
07848,520,1441
07849,848,2383
07850,556,1829
07851,26,73
07852,331,1088
07853,1133,3726
07856,426,1400
07857,303,995
07860,2798,7677
07863,603,1088
07865,316,722
07866,2273,6385
07869,2312,7601
07870,11,35
07871,2269,6283
07874,935,2585
07876,909,2990
07878,64,200
07880,33,59
07881,0,0
07882,2232,4074
07885,1134,3214
07901,1628,6697
07920,1650,8783
07921,456,2430
07922,828,3406
07924,451,2405
07926,13,42
07927,275,1346
07928,1321,6468
07930,757,2492
07931,224,1059
07932,737,3607
07933,207,1011
07934,85,451
07935,40,194
07936,976,3022
07939,27,143
07940,1229,6018
07945,878,2889
07946,207,1015
07950,1689,6358
07960,3080,14867
07961,2,8
07970,14,46
07974,883,3633
07976,32,157
07977,55,294
07979,28,117
07980,162,792
07981,604,2959
08001,146,169
08002,2675,6248
08003,3512,8204
08004,1881,2793
08005,3225,7719
08006,81,193
08007,803,1529
08008,863,2066
08009,2176,3230
08010,1566,2921
08011,6,13
08012,5754,9397
08014,53,110
08015,2071,4772
08016,4680,8748
08019,93,214
08020,327,683
08021,7745,13353
08022,949,2188
08023,71,81
08026,245,572
08027,559,1166
08028,2843,5919
08029,768,1140
08030,2907,1842
08031,1836,2726
08032,59,108
08033,2116,4651
08034,2154,5031
08035,1100,2118
08036,633,1459
08037,3619,5699
08038,33,38
08039,8,16
08041,97,224
08042,21,49
08043,3474,8116
08045,427,821
08046,4315,8050
08048,1345,3099
08049,779,1438
08050,3312,7927
08051,1280,2583
08052,1818,6179
08053,4254,14467
08054,4056,13793
08055,2617,8896
08056,609,1272
08057,1987,6679
08059,888,1311
08060,2674,6161
08061,401,837
08062,1991,4157
08063,434,799
08064,13,30
08065,1008,1880
08066,1174,2160
08067,302,348
08068,697,1607
08069,2275,2621
08070,2116,2438
08071,1057,2207
08072,40,46
08073,16,36
08074,8,16
08075,4111,7668
08077,2689,5023
08078,1265,1878
08079,1843,2123
08080,5124,9622
08081,7902,11828
08083,1479,2610
08084,1016,1956
08085,2436,5062
08086,1168,2149
08087,3131,7485
08088,2535,5841
08089,593,880
08090,1192,2193
08091,919,1365
08092,449,1076
08093,1387,2552
08094,4762,9720
08095,8,12
08096,5078,9346
08097,458,843
08098,1572,1813
08102,1927,1043
08103,2946,1595
08104,5028,2726
08105,6088,3295
08106,1412,2718
08107,2235,3382
08108,2711,5218
08109,5340,2890
08110,4489,2430
08201,1988,2425
08202,234,462
08203,1443,1760
08204,2959,5828
08205,5356,6533
08210,3054,6015
08212,53,105
08215,2480,3256
08217,5,9
08221,1243,1612
08223,712,1403
08224,32,73
08225,1576,1923
08226,1945,3830
08230,1024,2016
08232,3595,4578
08234,7071,11297
08240,455,556
08241,205,249
08242,705,1388
08243,364,718
08244,1827,3587
08245,5,11
08246,16,32
08247,150,296
08248,24,47
08251,1745,3437
08260,2245,4421
08270,1356,2636
08302,8328,9137
08310,267,427
08311,365,309
08312,965,2016
08314,54,46
08316,63,53
08317,166,265
08318,2031,2340
08319,192,307
08320,201,170
08321,37,31
08322,1178,2458
08323,132,152
08324,78,66
08326,240,384
08327,741,628
08328,148,309
08329,41,35
08330,4465,7112
08332,6741,5757
08340,141,185
08341,251,401
08343,644,1079
08344,798,1294
08345,143,121
08346,84,134
08348,30,26
08349,363,307
08350,93,148
08352,71,81
08353,76,88
08360,8035,7239
08361,3565,3021
08401,7199,8782
08402,987,1204
08403,180,220
08406,1715,2092
08501,692,1692
08502,879,3617
08505,2430,4584
08510,533,1312
08511,95,218
08512,1393,3531
08514,591,1219
08515,668,1539
08518,805,1502
08520,3447,8031
08525,388,1259
08527,9297,15126
08528,33,115
08530,611,2450
08533,1085,1765
08534,1093,3415
08535,551,1358
08536,1983,5645
08540,4078,13133
08542,281,877
08544,367,1148
08550,1775,5543
08551,429,1769
08553,56,230
08554,500,934
08555,85,209
08558,586,2407
08559,387,1596
08560,344,903
08561,39,91
08562,528,1218
08608,263,206
08609,2736,2844
08610,4280,8409
08611,6476,5185
08618,7778,6093
08619,2742,6388
08620,1707,3882
08628,2137,1674
08629,2312,2734
08638,4879,3822
08640,684,1577
08641,473,1089
08648,2709,8412
08690,2292,5340
08691,1981,4619
08701,20583,16672
08720,115,270
08721,3055,5652
08722,1504,2783
08723,3716,8202
08724,4926,10880
08730,634,1491
08731,2617,6265
08732,204,377
08733,439,714
08734,962,2303
08735,425,787
08736,1599,3757
08738,116,256
08740,268,496
08741,379,701
08742,2977,6572
08750,446,1048
08751,536,992
08752,273,504
08753,8818,16532
08755,3968,7340
08757,5037,8940
08758,947,2266
08759,5545,9023
08801,645,2661
08802,387,1191
08804,300,910
08805,1587,3693
08807,4112,10729
08809,561,2316
08810,783,2230
08812,1614,3576
08816,6547,10166
08817,4835,12237
08820,4293,9894
08821,23,122
08822,2462,10161
08823,701,2885
08824,1276,3631
08825,348,1436
08826,420,1732
08827,375,1429
08828,287,721
08829,276,1139
08830,2390,4619
08831,6443,16185
08832,303,768
08833,705,2908
08835,1246,2900
08836,288,1179
08837,1850,4687
08840,1840,4462
08844,2903,13548
08846,1583,3336
08848,626,2583
08850,1209,1581
08852,1818,5175
08853,333,1713
08854,6991,13301
08857,4771,11933
08858,9,37
08859,4093,4915
08861,10191,10293
08863,1407,3143
08865,4592,8282
08867,404,1666
08869,890,2073
08872,3646,3536
08873,4190,17252
08876,2029,6570
08879,3610,4966
08880,554,1290
08882,2462,2870
08884,959,2406
08886,1007,1817
08887,81,333
08889,768,3167
08890,3,14
08901,8594,10018
08902,5078,10272
08904,2302,2683
10001,4810,10840
10002,17543,16319
10003,9026,15995
10004,413,1460
10005,1026,3625
10006,413,1460
10007,812,2868
10009,11642,14982
10010,4227,12126
10011,7543,17500
10012,2229,7878
10013,3457,10009
10014,3166,11091
10016,7751,22234
10017,2164,6207
10018,1689,3652
10019,7249,16240
10021,4508,15537
10022,4505,13056
10023,9167,23645
10024,8020,20686
10025,13146,29517
10026,9350,5720
10027,14316,10521
10028,4746,16358
10029,21195,11043
10030,7664,4735
10031,10852,9504
10032,14282,7903
10033,13106,7122
10034,9623,5229
10035,9760,5088
10036,5252,10993
10037,5254,2956
10038,3192,7722
10039,7695,4646
10040,10572,5745
10044,1156,3983
10065,3243,11176
10069,858,2214
10075,2742,9449
10103,0,0
10110,3,8
10111,0,0
10112,0,0
10119,19,55
10128,6791,21319
10152,5,16
10162,179,615
10165,3,8
10170,5,16
10171,3,8
10173,0,0
10174,3,8
10199,10,21
10278,0,0
10279,23,81
10280,866,3060
10282,563,1990
10301,6965,6765
10302,3546,3383
10303,4767,4548
10304,7425,8153
10305,6376,8265
10306,7454,12835
10307,1747,3472
10308,3486,6926
10309,4145,8236
10310,4516,4309
10312,7620,15143
10314,13260,17414
10451,15156,3179
10452,22458,5145
10453,23488,4366
10454,11877,2310
10455,12932,2515
10456,27740,5859
10457,22842,4470
10458,23801,6252
10459,15220,2966
10460,18181,4498
10461,11547,10217
10462,20560,10419
10463,15715,11894
10464,892,949
10465,8941,9500
10466,13165,10176
10467,25400,12566
10468,21215,8333
10469,15448,10001
10470,3123,2416
10471,5312,4361
10472,17910,7110
10473,15540,6169
10474,3547,690
10475,8251,8557
10501,112,423
10502,649,1757
10503,13,35
10504,626,2359
10505,108,407
10506,436,1644
10507,495,1864
10509,2292,4932
10510,1144,2419
10511,271,569
10512,2904,6236
10514,1003,3533
10516,642,1379
10517,63,132
10518,101,379
10519,21,80
10520,1511,3190
10522,1201,3252
10523,983,2663
10524,523,1123
10526,142,535
10527,59,224
10528,1150,3535
10530,1351,3657
10532,585,1230
10533,798,2162
10535,40,152
10536,819,3085
10537,298,637
10538,2180,4482
10540,1,4
10541,2964,6526
10542,10,21
10543,2535,5214
10545,17,37
10546,108,407
10547,604,2028
10548,428,899
10549,1277,4809
10550,5743,9707
10552,2971,5026
10553,1575,2664
10560,368,1385
10562,3841,8343
10566,2910,6112
10567,2313,4942
10570,1603,3366
10573,3665,11267
10576,387,1457
10577,527,1620
10578,55,208
10579,1017,2184
10580,1605,4928
10583,4930,10898
10588,186,692
10589,645,2431
10590,497,1872
10591,2526,6130
10594,577,1211
10595,827,1768
10596,175,367
10597,76,287
10598,2202,8297
10601,1042,3205
10603,1688,4991
10604,1009,3111
10605,1705,5243
10606,1489,4571
10607,770,2089
10701,14029,12557
10703,4611,4124
10704,6625,5925
10705,8535,7633
10706,968,2621
10707,1706,2299
10708,3965,4559
10709,1414,2391
10710,5458,4881
10801,5110,10507
10803,1850,3121
10804,1720,3536
10805,2199,4520
10901,3244,3774
10910,4,5
10911,3,7
10913,577,1394
10914,74,105
10915,10,18
10916,597,1066
10917,242,343
10918,1543,2196
10919,146,263
10920,926,1901
10921,520,757
10922,126,179
10923,1008,2068
10924,1817,3250
10925,534,758
10926,448,635
10927,1308,2684
10928,570,810
10930,1160,1671
10931,139,94
10932,7,12
10933,57,103
10940,6892,12322
10941,1889,3393
10950,7714,10952
10952,6420,6017
10953,9,15
10954,2507,5799
10956,3507,6899
10958,463,832
10960,1503,3628
10962,517,1248
10963,477,856
10964,149,359
10965,1570,3790
10968,250,602
10969,157,223
10970,1267,2190
10973,266,478
10974,488,332
10975,32,46
10976,233,562
10977,9755,8515
10979,14,20
10980,1411,2895
10983,591,1426
10984,285,584
10985,19,33
10986,198,406
10987,547,776
10988,79,142
10989,944,2041
10990,2443,3469
10992,1158,1678
10993,543,1115
10994,742,1789
10996,895,1271
10998,466,838
11001,3097,5608
11003,4802,9003
11004,1835,2499
11005,261,355
11010,2702,5068
11020,439,1832
11021,1334,5573
11023,703,2936
11024,594,2481
11030,1233,5148
11040,4625,9625
11042,2,7
11050,2170,9063
11096,1102,2136
11101,9098,10010
11102,6899,7769
11103,6881,7749
11104,5145,5557
11105,6998,7882
11106,7680,8650
11109,1577,1703
11201,9381,22009
11203,18718,11801
11204,18756,9074
11205,8331,12374
11206,17489,16882
11207,23145,12366
11208,24195,12482
11209,10389,13665
11210,13037,10007
11211,12261,15246
11212,22753,10552
11213,15390,13372
11214,23264,11206
11215,9403,17455
11216,13071,10618
11217,5820,12951
11218,14801,8247
11219,18505,11216
11220,18346,13061
11221,18224,12128
11222,7504,9330
11223,19925,11559
11224,12509,6475
11225,13974,10611
11226,23152,15719
11228,8201,7272
11229,18743,13507
11230,19640,13260
11231,4660,11573
11232,5401,3389
11233,17627,10269
11234,15269,15515
11235,21897,13395
11236,17420,16556
11237,9977,6355
11238,11587,14374
11239,4044,2087
11249,7518,9348
11354,11990,9342
11355,17502,13637
11356,5539,4316
11357,8279,6451
11358,7422,6878
11360,3779,3260
11361,4740,5831
11362,2953,3632
11363,1174,1444
11364,6030,7417
11365,8581,8155
11366,2690,2445
11367,8085,7230
11368,22573,10949
11369,7046,3953
11370,6535,4013
11372,11758,6587
11373,21607,9827
11374,8972,12247
11375,13894,19107
11377,17133,17874
11378,6860,6254
11379,6787,6181
11385,18065,16453
11411,2691,3533
11412,7541,4262
11413,6276,7347
11414,5072,3815
11415,3397,2583
11416,4804,3630
11417,5780,4343
11418,6307,4797
11419,8398,6348
11420,8799,6618
11421,7146,5434
11422,4426,6027
11423,6278,3926
11426,2607,3550
11427,3577,4496
11428,2645,3565
11429,3516,4725
11430,107,80
11432,12654,9278
11433,7762,4387
11434,12791,8091
11435,11401,8085
11436,4096,2315
11439,442,402
11451,0,0
11501,2245,4823
11507,787,1703
11509,278,539
11510,3466,8078
11514,491,1055
11516,958,1858
11518,1241,2407
11520,6785,5552
11530,3149,5786
11542,3097,6731
11545,1275,2770
11547,97,243
11548,220,576
11549,353,288
11550,9189,7881
11552,2951,5517
11553,4054,3307
11554,3569,8983
11556,2,2
11557,989,1918
11558,897,2090
11559,994,1928
11560,729,1584
11561,4429,8696
11563,2764,5185
11565,1051,1965
11566,2378,9784
11568,341,1117
11569,153,357
11570,2943,6751
11572,3120,7270
11575,2689,2275
11576,975,3594
11577,1012,3429
11579,535,1162
11580,5095,9524
11581,2707,5143
11590,5004,10798
11596,1150,2470
11598,1658,3214
11691,14221,10222
11692,5008,3600
11693,2742,1971
11694,4350,3127
11697,983,707
11701,3433,5318
11702,1403,3587
11703,1609,4078
11704,3897,9912
11705,871,1968
11706,7081,11922
11709,717,1557
11710,2378,9784
11713,1338,2317
11714,1970,5615
11715,553,1105
11716,1129,2551
11717,8464,5670
11718,274,773
11719,421,724
11720,3180,6061
11721,533,1624
11722,5056,3563
11724,276,839
11725,2064,8193
11726,2561,3967
11727,3705,7281
11729,3522,5464
11730,1250,3530
11731,2347,8120
11732,386,838
11733,1435,4684
11735,2907,8291
11738,1965,3830
11739,119,337
11740,772,2519
11741,2970,6497
11742,1512,3086
11743,3404,10821
11746,5550,18152
11747,1526,5431
11749,391,882
11751,1273,3594
11752,1061,1698
11753,1343,3036
11754,1298,5329
11755,1324,2605
11756,4012,10101
11757,4755,10286
11758,4291,14489
11762,1775,5996
11763,3628,7171
11764,1004,3275
11765,74,162
11766,981,3090
11767,1014,4146
11768,1755,5628
11769,959,2280
11770,31,77
11771,1096,2383
11772,5543,10989
11776,2518,5639
11777,747,2438
11778,994,3244
11779,4214,8786
11780,1091,4471
11782,1719,3872
