puma22,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
4202012,20757,32424,163,447,1954,0,19368,434,3113,10649,9927,509,39.03
4202013,21390,30155,412,103,1023,0,21070,534,2663,10538,9421,271,41.5
4202100,25594,29811,438,253,2484,105,24418,635,3034,12508,12170,534,46.19
4202200,29357,35263,580,306,1185,28,28678,179,4432,14721,12367,407,45.43
4202301,20353,35156,454,172,854,0,20269,427,3434,9709,7746,585,36.67
4202302,18881,48436,1106,1460,1635,0,17297,2127,2294,7317,7526,711,28.05
4202401,33365,37052,1374,3638,13029,0,18220,6561,3252,13087,11762,6541,47.38
4202402,16645,33361,83,1120,698,0,15725,1833,1471,7415,6107,632,33.29
4202403,0,4,0,0,0,0,0,0,0,0,0,0,0.0
4202500,21447,33459,1598,403,1496,0,18803,4673,3023,9739,10266,2479,39.06
4202600,26778,31434,872,555,931,0,26374,1608,3416,13069,12828,996,46.0
4202701,17127,33307,611,637,1528,0,13729,5010,2423,8631,6516,2385,33.96
4202702,32779,21666,951,774,4973,0,18085,19212,2319,11663,16023,13186,60.21
4202703,22312,37090,529,0,1298,0,21738,2709,2516,11491,9103,1157,37.56
4202801,19108,31117,119,487,731,0,18331,2333,1313,8049,8288,1365,38.04
4202802,20400,41224,553,915,1881,0,19007,4519,3048,10009,8864,2507,33.1
4202803,28152,19299,526,448,7998,0,14440,16330,1971,11950,13286,11725,59.33
4202901,28634,42443,569,1048,5746,108,20384,12153,3012,12563,12394,5330,40.29
4202902,16359,44171,0,404,1887,0,14933,2553,2055,8197,7469,1060,27.03
4203011,10110,30817,415,156,402,49,9416,497,922,5594,3229,368,24.7
4203012,11317,33554,182,359,693,15,10231,977,1403,6112,3227,1021,25.22
4203013,16284,36596,101,1170,1493,0,13765,1990,2007,8593,5776,2475,30.79
4203014,18117,33503,111,1655,1903,0,14799,2443,2085,9491,7305,3179,35.1
4203015,18440,39401,98,1546,2247,0,14946,2084,1973,9266,7753,2950,31.88
4203111,14352,32300,149,306,3230,0,12337,1385,1313,7438,5897,462,30.76
4203112,13040,27598,129,1362,1703,0,10454,891,1441,6272,6132,1438,32.09
4203113,11066,29026,66,1970,704,0,8874,603,1015,5271,4939,1585,27.6
4203114,18488,41806,458,1144,5629,0,12386,2288,1589,7796,7245,2758,30.66
4203115,13555,41279,232,2139,2566,0,9923,1334,966,6118,4691,2057,24.72
4203116,11115,33220,0,1291,1585,0,8180,910,207,5007,3567,1969,25.07
4203117,12948,35441,270,1153,3007,0,9470,1425,1465,6163,3685,1482,26.76
4203216,28222,39681,888,2089,20039,0,9842,2391,2418,12083,9210,1673,41.56
4203221,24615,30324,143,3839,5265,0,16646,1535,1639,13856,10275,6677,44.8
4203222,45595,24627,1032,5757,15362,1,19823,13027,2526,17844,18269,17314,64.93
4203223,26184,13074,698,2563,7603,0,13028,7539,1401,9532,10212,6677,66.7
4203224,40301,18451,962,2847,31514,0,4689,6399,3664,18873,16935,6012,68.6
4203225,35806,16566,1064,2099,17647,406,10508,12629,1735,14665,17526,9932,68.37
4203227,40486,22760,239,1931,34379,0,5297,1847,2720,16020,15699,2798,64.01
4203228,47761,22098,1162,2599,26258,404,13467,13504,2695,19421,23482,10843,68.37
4203229,35786,18481,130,2312,28764,0,5452,2120,2120,12427,9845,4549,65.94
4203230,15666,57392,362,2242,4528,0,9332,2633,836,6267,5099,1576,21.44
4203231,26416,30493,494,5463,7472,0,15194,4039,1703,11904,9541,7098,46.42
4203311,15640,44145,94,1770,1642,0,13075,367,1811,7496,5340,1844,26.16
4203312,29085,31611,449,3341,15305,0,11132,2065,1178,10050,10189,5445,47.92
4203313,28817,28034,346,1013,15718,0,13495,1768,2531,11965,12536,1920,50.69
4203314,12139,28806,82,1080,743,0,10573,851,1080,6490,5264,1252,29.65
4203411,10659,28806,294,442,1242,0,9177,1353,1170,5066,4594,568,27.01
4203412,10419,31526,282,518,842,0,8948,1310,799,4426,3956,1045,24.84
4203413,12339,36091,221,945,1517,3,9889,1538,1157,4942,4216,1900,25.48
4203414,10922,27114,282,515,1678,8,9128,1472,1527,5463,4897,632,28.71
4203415,9004,27159,443,377,662,78,7444,1950,1189,4537,3832,1885,24.9
4203501,22240,23955,599,1017,4397,0,15351,9383,1334,9344,10565,5500,48.14
4203502,15092,30468,72,670,802,0,14663,2040,2103,6524,5716,874,33.13
4203503,21277,40444,367,777,1393,0,19498,2817,2236,9797,7794,1880,34.47
4203504,20359,36227,485,833,1980,0,18383,3764,1921,9851,7231,1483,35.98
4203601,27654,39570,794,604,5952,0,19813,6627,2850,12248,10513,4316,41.14
4203602,13917,37328,614,189,1349,0,12742,1090,1707,6519,6982,704,27.16
4203603,20141,40288,439,241,1561,0,19064,2299,2194,9895,7521,1452,33.33
4203701,15912,34324,164,250,477,0,14681,2193,1215,8284,7339,852,31.67
4203702,19133,32703,48,899,1189,301,17468,2408,2594,9875,9296,2563,36.91
4203800,26397,28460,937,162,574,1,25848,500,3131,14570,11227,717,48.12
4203900,27541,28613,976,519,1360,0,26681,578,2706,13786,13161,410,49.05
4204011,19543,37910,752,686,2479,0,18401,587,2637,9934,7290,1022,34.02
4204012,17954,26719,627,333,1162,0,17483,101,2552,9162,7487,101,40.19
4400103,39205,29491,908,2303,6213,0,19019,22541,1694,13174,13993,18151,57.07
4400105,31725,37352,1056,1161,4514,115,25983,8332,2815,15691,15103,5684,45.93
4400106,25680,31445,935,894,4584,0,19503,6988,1895,11332,11064,5978,44.95
4400107,25452,33567,567,946,3263,28,20488,6065,2084,12734,10409,5083,43.13
4400200,28849,44633,1451,985,2344,104,28170,3626,5162,15272,11001,1288,39.26
4400300,21236,37324,345,261,1593,0,19839,2164,1981,12010,8170,1624,36.26
4400400,17786,36258,1016,776,1090,0,17072,1839,1171,8048,5481,889,32.91
4500101,20383,22502,1317,599,1888,72,18698,1631,2229,7995,8601,634,47.53
4500201,21096,23557,1355,616,2067,72,19250,1697,2308,8316,8893,676,47.24
4500301,15529,24869,672,555,2914,0,11827,2943,1884,6770,6389,2492,38.44
4500302,16327,22684,735,366,4988,0,10589,2661,1821,6739,6328,2141,41.85
4500303,16764,28339,1235,483,6780,0,10237,2024,1295,5421,5451,1194,37.17
4500304,16838,25126,790,522,3950,0,11800,3162,2013,7060,6702,2608,40.12
4500305,17987,26891,661,353,5880,0,12524,2149,1774,7740,7070,1741,40.08
4500401,18097,26522,755,507,4775,0,12761,1628,1882,7674,6932,1486,40.56
4500402,17106,25763,693,475,4264,0,12342,1503,1801,7345,6529,1387,39.9
4500403,20802,20226,1170,658,9213,0,10468,2706,1715,7304,8384,2109,50.7
4500501,20877,27176,855,139,6127,28,14557,1354,3216,9963,7812,852,43.45
4500601,16521,28911,503,399,4775,0,11524,1272,2413,7006,6081,856,36.36
4500602,15383,27147,341,527,5467,0,9935,1275,1348,5928,5678,801,36.17
4500700,27790,32480,1270,299,11856,16,16711,1848,2912,13000,11302,1040,46.11
4500800,24311,29406,862,214,8309,32,16668,1898,2501,11436,9500,1359,45.26
4500901,20713,27992,1215,386,5540,0,16020,1504,2385,9418,8540,798,42.53
4501001,17768,23810,1090,312,5297,0,13053,1144,2050,8113,6732,592,42.73
4501100,21282,27472,1122,382,7714,0,13706,1225,2535,9532,6486,868,43.65
4501200,29345,36665,548,618,10747,0,19583,2337,3083,12972,10192,2095,44.46
4501301,25449,40258,627,721,6912,34,18695,2098,3357,10386,10127,1765,38.73
4501302,22815,33386,583,651,5533,17,17096,2203,3226,9231,9055,1907,40.6
4501401,20391,28096,642,662,13407,30,7139,1144,3102,7292,7178,1272,42.05
4501402,23494,24208,833,639,15334,93,8657,755,2870,6742,6670,895,49.25
4501403,19529,20980,558,609,11659,41,8487,790,2977,7145,5994,764,48.21
4501501,24905,29393,539,889,13686,0,12169,1310,4615,11181,8465,1117,45.87
4501600,26146,26420,878,245,12542,0,14135,1315,2601,12412,10686,535,49.74
4501700,28120,20147,303,574,18903,0,10832,786,4231,13311,9493,296,58.26
4501800,28987,16368,480,282,17028,60,12585,916,3896,15894,11867,504,63.91
4501901,30575,30892,619,343,15266,44,15019,2084,4722,15841,11831,1132,49.74
4502001,20343,37742,546,387,6486,0,12749,2728,4115,9209,6616,1460,35.02
4502100,22447,37220,980,1008,9162,14,13703,2381,4735,8378,7590,1840,37.62
4502201,14180,26914,508,459,4318,22,9762,974,2691,7143,5231,538,34.51
4502202,18518,30590,707,836,8727,21,9850,1830,3613,6780,6732,1360,37.71
4502301,19860,42788,674,225,7852,0,12293,1498,2312,7838,6443,906,31.7
4502302,21629,37355,776,862,10336,24,11305,2010,3856,7958,7895,1443,36.67
4502303,15050,29764,490,434,4015,30,10766,831,2759,8320,5758,331,33.58
4502400,28078,21320,426,319,16853,26,12435,1028,3842,13956,10998,675,56.84
4502500,28755,24669,489,272,15698,0,13042,949,3060,13637,11416,261,53.82
4502601,21088,20054,579,427,8725,23,12746,868,2681,10770,9702,689,51.26
4502701,25518,34353,791,1065,4415,47,21029,1867,3315,12038,9420,1205,42.62
4502702,29287,38257,942,1235,5641,45,23607,1933,3817,13951,11403,1261,43.36
4503001,14,34,1,0,4,0,10,0,4,5,5,0,29.17
4600100,30132,49464,4914,1124,692,53,27561,2646,5947,14891,14014,96,37.86
4600200,15659,18306,8505,135,584,32,8218,915,2446,6695,6233,174,46.1
4600300,16901,37318,2572,457,1044,212,15208,873,2701,7821,5893,927,31.17
4600400,20020,32255,1135,801,192,0,18104,1203,1411,7632,7261,181,38.3
4600501,15660,39271,1211,464,814,152,15130,733,2023,5458,5077,546,28.51
4600601,23060,58841,2456,206,4446,0,19272,3428,2292,6042,7222,1277,28.16
4700100,21676,20907,1230,258,4418,0,18155,984,1932,9653,9896,375,50.9
4700200,23881,23431,954,353,2831,0,21858,696,2545,10685,11592,268,50.48
4700301,18095,22346,804,915,5674,0,13435,2925,5337,5303,7957,1178,44.74
4700302,19555,24146,866,988,6129,0,14524,3158,5769,5734,8596,1270,44.75
4700401,22167,35949,1231,755,2909,0,19616,1752,2433,10052,9386,1039,38.14
4700501,16949,30478,501,966,2223,0,14476,1758,1853,7576,5828,1143,35.74
4700600,22585,18240,712,112,1513,0,21390,1180,1559,11127,9798,926,55.32
4700700,25620,22315,393,274,1497,0,24378,1472,2788,12715,10826,189,53.45
4700800,28195,21391,1759,589,967,118,27801,653,2993,12795,14780,145,56.86
4700900,28496,23681,1404,246,1134,13,28084,1236,3844,13433,14503,314,54.61
4701000,33813,33827,1635,287,851,12,33504,909,3838,16848,15968,212,49.99
4701101,23212,20358,1260,316,970,36,22767,1106,3171,11715,11178,286,53.28
4701201,22018,28974,1128,694,1988,319,21198,1022,2577,8799,8487,589,43.18
4701300,29436,24774,1000,205,1873,8,27985,2459,4029,14484,14266,2088,54.3
4701400,25978,24935,1167,361,1057,14,24967,2039,3352,13127,11776,1755,51.02
4701501,27575,30530,1160,907,5049,0,23074,2003,1946,9995,9208,1499,47.46
4701502,12442,30387,745,454,1431,35,11088,977,783,4695,4234,841,29.05
4701503,16281,35367,912,590,2130,37,14292,1269,1025,6072,5512,1064,31.52
4701504,20020,26491,738,265,1412,0,19298,630,3246,9144,7589,374,43.04
4701600,18869,36577,1252,77,794,0,18528,1502,3332,8295,5649,472,34.03
4701700,27118,33825,1645,229,1592,25,26358,1685,3136,13560,13330,540,44.5
4701800,22677,23465,449,48,266,48,22334,1164,2495,10363,9761,192,49.15
4701900,15650,39415,941,231,2649,0,14042,1005,2343,7794,7576,460,28.42
4702001,15732,33811,403,996,2891,0,12459,2363,1253,5607,5312,2179,31.75
4702002,13912,21655,387,1332,4369,0,8892,2283,1483,3897,4600,2666,39.11
4702003,12701,24135,337,978,3039,0,9230,1985,1158,4111,4249,2046,34.48
4702101,8993,40657,444,234,782,34,8013,528,654,4061,2672,844,18.11
4702102,7664,34489,372,203,685,29,6808,449,558,3460,2272,715,18.18
4702200,15689,24353,407,31,3560,0,12900,1667,1719,6207,6837,555,39.18
4702300,18763,27226,1506,225,2465,0,17160,1034,2072,8636,9370,505,40.8
4702401,25925,42172,311,995,12267,49,13972,2195,1832,7020,7646,1994,38.07
4702402,17822,33662,107,1863,4884,0,9534,3413,657,5095,4274,6607,34.62
4702403,18215,26849,422,1024,7182,5,10604,1813,892,5858,6034,2580,40.42
4702404,21772,22275,448,606,11132,1,11039,3205,1663,7779,7995,3730,49.43
4702405,18332,27631,424,1134,6852,2,10756,1972,846,6019,6034,3017,39.88
4702406,16464,44537,134,1007,4987,78,11107,1070,1292,5870,4148,964,26.99
4702501,34889,25804,1116,570,28517,0,7450,708,2973,15802,12551,340,57.48
4702502,27167,23783,741,934,12720,0,11537,5338,1423,9440,7529,4393,53.32
4702503,26077,15671,616,224,21607,87,4651,599,2474,8842,8731,1419,62.46
4702504,16092,21511,310,735,7370,0,8086,657,1620,7518,6163,1969,42.79
4702505,14083,28411,223,835,6660,0,6717,1822,716,4264,2937,2125,33.14
4702506,11743,39481,51,1040,6951,0,3930,182,964,4981,4766,216,22.92
4702507,22476,18232,33,55,18219,0,3438,1682,1578,5350,4300,1582,55.21
4702508,27299,13871,361,73,24820,0,2143,1212,2404,11691,6475,1401,66.31
4702600,17385,21597,725,364,6964,0,11220,444,2696,7208,8693,193,44.6
4702700,20982,20759,1131,272,5754,0,16085,1088,2272,9304,9597,415,50.27
4702800,22646,23705,154,288,11292,0,12168,962,2005,10123,9936,595,48.86
4702900,25741,20190,830,154,5362,0,20864,1448,2996,12751,12027,489,56.04
4703000,19558,23128,1070,228,1918,0,18699,368,2431,9837,8064,511,45.82
4703100,19611,27946,506,140,3697,0,16643,1703,2354,8519,8435,668,41.24
4703200,19661,22878,513,353,2159,0,17739,938,2785,10097,8224,624,46.22
4703300,21185,19989,1007,74,1181,3,20600,1092,1654,10451,10249,602,51.45
4703401,27558,23326,508,778,12517,0,14388,2773,2916,11623,12093,2454,54.16
4703402,17020,33194,360,439,5305,0,12501,617,1444,8355,6034,463,33.89
4703403,14082,36537,280,496,902,0,13286,994,2054,7783,6196,100,27.82
4703500,21241,23030,1111,119,1276,0,20624,1351,2661,10783,10865,784,47.98
4703600,23421,26279,954,198,1654,0,22181,1807,3972,12141,11485,1401,47.12
4703700,16579,24813,1067,51,473,0,16123,1300,1722,9246,8150,623,40.05
4800100,26953,34517,2412,245,1249,112,24005,12847,1976,10980,10257,6636,43.85
4800200,25130,19342,968,1132,3293,0,19612,11102,2985,8551,8772,4253,56.51
4800300,17624,38885,732,373,1428,0,16845,7213,2657,6162,6026,2034,31.19
4800400,22918,19909,701,83,1082,0,18460,15912,1233,8448,9071,5399,53.51
4800501,32738,30783,1273,1131,5565,95,24702,16062,1640,8220,10423,4641,51.54
4800502,24952,36218,1158,261,3136,118,20746,11522,2575,8414,10077,2463,40.79
4800600,26741,32189,1169,744,1294,0,24997,5380,3333,13449,13094,3130,45.38
4800700,21760,27311,1179,490,3493,30,18432,6342,2680,8608,8535,1417,44.34
4800800,33977,50900,3037,673,3494,23,30581,5469,3976,15388,13285,3796,40.03
4800900,28027,48769,1035,831,4068,0,23869,5439,3057,13744,10927,2286,36.5
4801000,32454,28447,2279,353,5093,66,27147,7028,4545,14148,13206,2967,53.29
4801100,21066,24779,389,61,5848,0,15583,1917,1815,9385,7334,1040,45.95
4801200,24128,21048,508,264,6385,0,17573,2811,5002,12148,12666,1609,53.41
4801300,23697,27311,969,369,2097,0,20798,4290,5343,12038,11063,1752,46.46
4801400,17675,32538,530,361,4635,65,13169,4589,3330,7853,6338,2654,35.2
4801501,14986,24038,828,199,2052,0,12820,3632,1575,6128,5637,2526,38.4
4801502,18162,23983,143,1198,6992,44,10934,3573,1357,6733,5222,2322,43.09
4801600,22903,23862,1974,648,7227,0,16501,5690,2079,8501,8236,3856,48.97
4801700,21389,21910,1313,159,5450,0,15898,3454,1975,10858,8371,2119,49.4
4801800,25680,23843,1245,58,4060,14,22123,3789,3484,12365,13144,1164,51.85
4801901,17616,41689,346,3290,3839,0,10108,4538,797,4476,4144,5482,29.7
4801902,9879,37926,154,2093,2192,0,5896,1325,460,2937,1938,2376,20.67
4801903,12397,25360,206,1632,1596,0,8978,4099,1125,5436,4015,3116,32.83
4801904,9352,41677,202,1543,766,0,7299,2573,1266,4761,3506,2307,18.33
4801905,15809,43217,625,1715,4519,0,9905,4115,1038,5524,3881,2175,26.78
4801907,15890,51083,972,574,3277,0,11851,4546,1879,6028,4696,3273,23.73
4801908,6417,31307,117,917,1719,84,4555,1539,339,1620,1871,1057,17.01
4801909,6543,31997,119,933,1750,84,4649,1571,345,1655,1914,1080,16.98
4802001,14402,43542,1602,1917,5813,0,6279,3228,1260,5399,3600,2821,24.86
4802002,14321,35668,383,881,4797,0,8239,4970,1429,3038,3162,3297,28.65
4802003,8234,45114,242,1636,678,0,6680,1733,889,2769,2108,801,15.43
4802004,8999,54181,573,1154,1574,0,6400,2197,1006,4401,3703,1473,14.24
4802005,21893,31322,1130,1774,3344,0,16645,5428,1578,4541,7737,1979,41.14
4802006,18875,52672,1428,1419,2679,0,16152,5670,2478,6891,7623,3596,26.38
4802101,21323,48206,979,488,3423,1,14988,8235,1910,8662,8156,4672,30.67
4802102,20419,43498,640,786,1562,123,18151,5190,2042,9387,7806,3061,31.95
4802200,25948,30529,1541,423,747,0,23396,6755,3170,12127,8790,3957,45.94
4802301,11033,26737,224,1753,2288,0,7653,3452,1678,5763,2902,4494,29.21
4802302,20949,14861,486,1233,5960,0,12525,10677,614,5642,4226,9711,58.5
4802303,17912,24119,746,1305,6445,0,10181,7385,1710,6315,6322,5700,42.62
4802304,28360,11345,775,272,12700,187,13087,14378,2048,10340,13011,11432,71.43
4802305,25870,15410,781,250,9493,0,15047,14610,1768,6761,7962,10355,62.67
4802306,20486,28740,616,935,4355,0,13713,9741,651,7068,4052,4657,41.62
4802307,27913,26743,1049,1695,14426,59,8942,9258,1556,5963,7643,9455,51.07
4802308,16198,23311,842,3926,3809,0,8491,5317,1047,5597,3549,7579,41.0
4802309,15105,26151,297,2180,2312,92,9416,4086,883,5871,4631,4273,36.61
4802310,15397,35248,728,1407,3423,0,8318,7124,770,3905,2780,6101,30.4
4802311,15490,28757,248,830,988,7,6767,9033,711,6439,4520,7143,35.01
4802312,16917,33593,1456,1602,3553,0,11247,5583,582,3227,3904,2823,33.49
4802313,19568,58743,795,1971,4030,0,14041,4952,748,5529,4170,3796,24.99
4802314,30369,13215,1081,235,18265,0,7657,12171,1724,12363,14415,9482,69.68
4802315,20752,20938,1823,540,5358,0,10058,13613,1687,8175,8194,8737,49.78
4802316,21104,16434,161,299,11296,0,5082,8235,1737,8943,10509,6325,56.22
4802317,18179,21936,936,593,12457,0,6124,6045,2815,5878,8258,2888,45.32
4802318,12951,21565,150,582,6683,0,4807,3996,904,4526,5027,3463,37.52
4802319,19774,18999,348,580,8692,3,7947,9007,1685,5702,8104,5906,51.0
4802320,18826,17766,594,983,2179,108,10761,13172,1225,6688,4102,10617,51.45
4802321,17830,29081,663,2653,3926,0,8271,9673,692,3161,4015,9070,38.01
4802322,10396,40983,492,2883,2275,0,4827,3577,853,2561,1983,3370,20.23
4802400,17117,38408,984,244,453,0,16212,3983,2906,8714,7126,1875,30.83
4802501,6899,36814,130,1442,521,0,4801,1034,1339,3519,2823,1462,15.78
4802502,22726,40974,817,2165,9656,50,10159,4742,2542,4786,5123,4255,35.68
4802503,24603,24915,627,1498,4661,67,15627,14228,972,7014,5120,10483,49.68
4802504,14845,22669,272,1718,5355,0,7190,5210,1220,4248,4803,5701,39.57
4802505,10507,31920,312,1230,2752,0,6882,2811,1433,4839,3872,1565,24.76
4802506,17959,26700,585,946,7850,0,8793,5620,1913,6864,7525,4604,40.21
4802507,16685,27721,689,946,5968,0,8622,6077,1102,5327,5209,3412,37.57
4802508,25822,10733,632,631,11738,138,8910,13399,1559,9165,8566,10748,70.64
4802509,22607,35076,1034,910,5177,0,15398,8611,1054,6276,6054,5857,39.19
4802510,10214,34001,634,747,1254,0,8540,2714,1104,4997,3533,1695,23.1
4802511,8083,36134,223,721,1161,0,6318,1863,465,2241,1659,719,18.28
4802512,20924,18885,441,668,1925,0,9670,13875,865,5460,4888,9035,52.56
4802513,19381,27073,360,1351,4111,0,10979,9445,2128,6177,5468,6468,41.72
4802514,25899,38537,962,1975,9136,0,16322,7100,2780,9640,9011,4661,40.19
4802515,19998,27783,802,573,2729,0,13794,8370,1705,7448,5906,5357,41.85
4802516,15640,49691,614,2455,1604,0,10418,4996,1964,4599,4366,2891,23.94
4802600,36042,36539,2060,288,2287,0,33720,12318,3894,15897,16936,3381,49.66
4802700,26012,29962,685,1253,3993,0,21378,10200,4150,7655,8741,1883,46.47
4802900,19329,26187,1454,453,1111,0,17159,9646,1152,7997,5564,2970,42.47
4803000,22213,43839,702,207,2169,0,17123,13864,1193,7589,7797,5002,33.63
4803100,29397,34772,909,362,3730,0,19249,21184,2385,8773,9232,9536,45.81
4803305,27795,20916,707,999,4430,0,21517,20555,6820,10625,8269,9517,57.06
4803306,22009,29369,472,750,1567,0,14631,17790,3044,9030,6601,11403,42.84
4803307,22074,16915,698,445,1317,0,17362,20706,3291,6474,6919,11644,56.62
4803308,34300,29105,897,812,1286,38,26265,31091,5475,13014,13972,16433,54.1
4803309,25488,14646,1137,434,589,0,19557,24652,2123,12564,11864,15079,63.51
4803310,35889,19536,1860,315,983,7,28666,33499,2504,16678,14474,21105,64.75
4803400,29346,42726,2374,780,4135,19,25536,9103,7823,12502,12608,2667,40.72
4803501,32843,34326,1478,2123,15639,346,15547,10867,11826,7070,11188,4408,48.9
4803502,28148,44447,1870,1259,5131,2,22496,9325,6716,11951,12814,2144,38.77
4803600,28002,30744,1645,548,5311,0,21885,7929,2151,13703,12650,2373,47.67
4803700,28355,31187,1245,805,4950,291,21716,6568,2789,13851,12577,2801,47.62
4803801,22829,19624,480,597,6930,0,15044,7899,1612,5839,5503,4233,53.77
4803802,18420,36185,402,348,2054,0,15862,4695,3132,7404,7901,2635,33.73
4803900,37111,31135,1982,534,8369,52,29460,6830,4295,14750,17418,2177,54.38
4804000,31302,26591,2314,340,6731,18,23332,7139,2647,10035,13905,3145,54.07
4804100,23575,17103,2058,114,4650,0,18692,2434,3928,10709,9278,1137,57.96
4804200,23143,30518,1159,543,2758,0,20748,2831,2865,10205,10422,1722,43.13
4804301,22636,23818,204,688,13569,0,7888,3591,2980,9321,8812,2886,48.73
4804302,20230,28144,983,895,6144,0,12061,6126,1460,8186,6461,4024,41.82
4804400,20910,25103,490,419,3686,0,14949,8709,3250,8396,8146,5827,45.44
4804501,26308,35413,957,984,2263,0,22431,9296,3996,8795,7640,5741,42.62
4804502,18326,49511,682,1888,3395,0,14647,4161,3595,9869,5623,4523,27.01
4804503,15164,35655,0,495,2162,0,12506,4149,1387,6935,3130,2513,29.84
4804504,20604,31503,276,453,2600,2,18610,10569,2779,8009,8817,6032,39.54
4804601,21132,33942,325,703,6216,26,9515,10785,1487,8656,8943,6340,38.37
4804602,21085,20707,556,42,3155,0,10270,16396,594,9320,7806,9901,50.45
4804603,23044,37368,261,2118,13107,0,7375,4497,1375,7954,7998,1885,38.14
4804604,15853,65028,583,2776,3316,0,10704,4400,603,4533,3751,1636,19.6
4804605,23137,14940,546,466,2918,0,16711,17468,1962,8556,8496,9966,60.76
4804606,22266,12342,423,387,5902,0,15204,15671,728,6716,7361,9272,64.34
4804607,25990,16557,356,44,12008,0,11194,12962,2234,11032,10503,10073,61.09
4804608,21239,6494,411,869,3690,0,9335,16265,1118,7373,7267,13436,76.58
4804609,26947,18465,1024,235,6090,0,15049,17237,1588,11342,8633,13165,59.34
4804610,22313,13719,467,1221,10121,0,6943,10210,913,9020,8405,8929,61.93
4804611,24636,16895,718,1411,5839,453,13785,15928,1044,7233,7045,11978,59.32
4804612,16825,24403,567,1106,1714,0,7433,10919,570,5789,4577,10010,40.81
4804613,20957,37273,156,2061,8057,0,11238,6705,593,6978,4100,4932,35.99
4804614,29453,16026,488,2447,4510,0,10495,23881,294,4289,2529,23250,64.76
4804615,22042,16353,39,2178,2836,305,7437,15598,878,5676,4976,14577,57.41
4804616,22987,20769,225,1402,9652,0,8548,9920,1362,8982,8456,8915,52.53
4804617,26168,15711,1121,560,17189,214,8419,9235,1994,11848,9264,7200,62.48
4804618,28281,13507,662,1471,11044,40,12719,14703,1422,11738,9223,11221,67.68
4804619,19078,15242,468,1452,3857,61,11227,12592,1295,6363,5703,9678,55.59
4804620,19450,25664,47,3952,3106,0,9984,8412,2039,7370,7538,6612,43.11
4804621,11572,32234,311,1519,2010,0,7591,4454,1631,4800,2117,2476,26.42
4804622,15560,21067,996,553,2503,0,12648,8373,1006,5304,5781,4043,42.48
4804623,19992,20021,246,852,3885,0,12466,12347,1874,6909,7608,7411,49.96
4804624,11157,33193,266,915,2907,218,7975,1746,1955,3407,2874,1446,25.16
4804625,19253,29070,1021,853,6532,0,8159,9423,1451,5986,6768,5344,39.84
4804626,25969,20813,890,1714,12850,127,11734,11970,666,4860,7725,8149,55.51
4804627,19635,32136,487,420,8079,0,11305,8299,1846,4992,7724,4260,37.93
4804628,18452,21236,621,2195,7190,0,9919,8971,1197,6048,6448,6613,46.49
4804629,22016,26349,119,1780,9238,0,12583,7848,2062,7004,7017,3393,45.52
4804630,14768,42212,251,1761,5670,0,10355,3636,2248,6970,5990,2270,25.92
4804631,14961,31213,626,2251,3460,0,8975,5534,943,4873,4700,4168,32.4
4804633,14641,22490,1598,2070,3519,0,7276,7152,2428,5092,3953,5384,39.43
4804634,15477,24145,115,1274,3837,0,8424,8589,2208,3928,4352,6505,39.06
4804635,17244,27357,382,1622,5601,0,11209,5521,1773,6940,5715,3383,38.66
4804636,18921,31091,736,1988,5953,0,10351,7189,1627,4771,4385,4863,37.83
4804637,29415,26409,1410,4968,12641,0,11223,9262,1310,9260,8996,10081,52.69
4804638,23820,9375,158,5990,10248,1,4945,7535,756,8248,7688,10710,71.76
4804639,12676,24611,903,2169,2103,0,6080,6607,1625,4136,3443,5974,34.0
4804640,13203,25615,941,2260,2188,0,6335,6883,1694,4311,3586,6221,34.01
4804701,37604,40216,1896,1098,12554,281,25266,14551,4012,14506,13085,4528,48.32
4804702,18447,47963,622,2025,2066,154,14281,5559,2905,6921,6849,3654,27.78
4804801,8747,40338,497,1373,1007,0,6516,3278,656,5782,2774,1696,17.82
4804802,17509,27878,834,405,2594,89,13693,8566,3574,6680,7184,4470,38.58
4804803,15048,22080,320,305,2526,0,10503,6230,1477,4825,6141,2613,40.53
4804901,14291,26614,234,1221,8431,0,3695,3289,681,7723,3320,2903,34.94
4804902,15222,30234,974,4729,3038,180,7633,3829,1597,8246,5022,4710,33.49
4804903,17938,26995,442,3416,3593,9,9188,9129,2359,9277,6634,5375,39.92
4804904,23223,34485,981,6053,7556,0,7250,6880,1319,9428,4994,9739,40.24
4804906,16285,37174,173,1636,4161,0,8687,7389,1615,6001,4561,4575,30.46
4804907,12270,28097,118,1193,3202,0,6537,5537,1208,4551,3439,3381,30.4
4805000,32512,38162,824,200,6961,205,21696,13437,3980,17280,13194,7624,46.0
4805100,27813,41328,2381,510,4754,0,20344,10337,5038,13533,12854,6237,40.23
4805201,17642,42708,957,190,1758,0,14183,7359,2736,8476,6065,3548,29.23
4805202,12573,39301,529,1475,2582,216,8516,4175,1857,4527,4903,2907,24.24
4805203,13075,46844,1163,1846,2260,2,8970,3378,1644,4162,3674,2068,21.82
4805204,17546,53822,567,2300,2653,2,13483,5494,3042,6237,7377,2611,24.59
