puma22,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
4805301,20266,49753,1618,1946,3522,1,12575,10402,2216,7436,6371,8061,28.94
4805302,18741,36945,730,2442,5851,38,9727,9797,799,3106,2969,4820,33.65
4805303,26770,40213,67,1671,7202,0,15178,13340,2787,6699,7317,6623,39.97
4805304,25101,36606,865,1436,1563,0,19443,13132,1275,5767,8315,7434,40.68
4805305,5623,40816,147,712,539,0,4966,1845,658,2183,1363,1118,12.11
4805306,21104,52951,283,3308,2273,0,16010,5546,735,4380,4068,2435,28.5
4805307,19510,52904,1206,1271,1027,38,15995,8241,965,6863,6759,4123,26.94
4805308,10458,41597,382,959,806,0,8723,3600,887,4227,1703,1500,20.09
4805309,17691,49106,794,1673,1473,2,14106,7942,1461,8201,5520,5231,26.48
4805401,18065,22841,1251,603,1896,103,15758,9222,1921,5432,6429,2750,44.16
4805402,23245,29442,1617,774,2449,132,20253,11845,2487,7017,8290,3549,44.12
4805500,27220,30007,1296,257,2129,0,22948,16430,3535,14032,10742,4313,47.56
4805600,21729,23276,733,173,2234,0,18445,12303,3528,8071,8547,3039,48.28
4805700,22789,38632,446,1116,3130,0,18914,11305,4315,9276,9720,4638,37.1
4805800,18772,48619,559,517,1549,0,17517,6310,3012,9746,8453,2188,27.86
4805901,26216,11202,1328,56,1825,2,20651,23475,2727,9833,11125,9553,70.06
4805902,17870,26607,1127,397,3432,99,12762,11624,1848,6097,6537,5207,40.18
4805903,28338,16151,1601,407,3520,0,18653,23001,4136,10709,13783,6388,63.7
4805904,25725,16100,1253,248,1519,5,21384,21941,2273,10363,10677,8349,61.51
4805905,26984,8547,1205,259,1765,108,22443,24604,2872,10437,12391,8120,75.94
4805906,25761,11773,1148,59,864,0,17792,22822,2115,9749,12876,8239,68.63
4805907,26547,24113,2263,303,3355,0,19159,20016,6252,8748,11955,4922,52.4
4805908,20911,26024,404,549,3163,99,15647,16141,3648,4964,7593,4533,44.55
4805909,17577,21949,895,1200,1565,93,14541,14475,2212,5532,6513,2955,44.47
4805910,23711,28276,1121,2227,4769,98,17798,14067,3384,5333,7165,4064,45.61
4805911,16939,39296,530,796,2549,195,13161,9279,3008,5521,8091,3773,30.12
4805912,12971,29123,702,817,1794,68,10188,6208,2632,5002,4289,1693,30.81
4805913,23695,23730,896,1637,6667,0,14547,12847,4550,7602,10110,4683,49.96
4805914,16219,50470,394,1823,2079,0,12942,9671,5165,4285,7048,2254,24.32
4805915,14048,40195,1450,1614,2051,0,12140,6723,2457,5002,6096,2069,25.9
4805916,12994,32733,448,1005,3307,0,8688,7762,2890,4126,5643,2352,28.42
4806000,19817,37373,1267,117,260,0,17770,6279,1968,9766,7547,2430,34.65
4806100,21634,25612,491,262,326,108,19364,13626,4429,10886,9553,3588,45.79
4806301,27364,11189,165,30,33,0,24351,26971,896,12141,12087,19783,70.98
4806302,21689,18488,0,382,0,0,19767,20872,1348,8127,7309,11071,53.98
4806500,23493,23931,807,426,549,259,20821,15400,3329,10403,10100,3332,49.54
4806601,16575,23567,428,241,1000,0,15492,12095,2212,6004,6418,2108,41.29
4806603,16247,27198,40,321,882,0,14560,11129,1651,6409,5260,1766,37.4
4806604,25982,18042,128,386,1020,0,23716,22827,2191,11490,9689,5571,59.02
4806701,22649,14491,0,137,0,0,19746,21713,777,9307,6727,14691,60.98
4806702,31226,20975,36,910,438,0,27802,27065,2791,12995,13740,12990,59.82
4806703,31730,14671,446,35,188,0,28710,30772,1342,14005,10112,20365,68.38
4806801,23335,9148,420,0,347,0,20512,21223,1289,9305,9698,12594,71.84
4806802,22645,10418,105,0,271,0,20750,21822,461,8484,8018,14882,68.49
4806803,28684,11881,162,66,338,221,24859,27003,1889,9516,11270,18013,70.71
4806804,30027,16613,504,873,1901,80,27738,28133,1633,9163,9541,16669,64.38
4806805,25112,22698,145,238,261,0,19469,23756,1126,9967,8890,13864,52.52
4806806,24295,14872,596,467,303,0,21409,22966,1315,8940,9760,13084,62.03
4806807,22897,5972,63,68,210,0,20946,21854,774,8599,8854,15273,79.31
4807200,20965,22042,599,271,1554,0,16748,11053,1901,9662,7534,3917,48.75
4807300,18366,18681,812,112,1056,0,15238,12541,1874,8547,5740,7313,49.57
4807401,22391,23735,866,1859,4579,0,16940,6622,1381,5585,4585,2506,48.54
4807402,19431,20597,751,1611,3976,0,14698,5754,1199,4851,3984,2178,48.54
4807500,30040,18729,1126,172,430,0,24894,26817,3549,14418,15124,15272,61.6
4807600,23254,9746,216,18,67,0,21282,22008,1097,9858,10608,12485,70.47
4807700,22674,14313,429,149,324,0,21295,19370,967,7943,7227,5369,61.3
4903000,12896,29952,123,388,184,50,12678,3101,1426,5201,5849,1127,30.1
4905000,19940,42041,438,1262,292,0,18679,2359,1650,5674,6528,1416,32.17
4911002,8463,32199,330,738,562,0,8141,1088,1610,3455,3613,226,20.81
4911003,9240,22600,389,407,489,65,8599,2074,1525,3284,3022,966,29.02
4911004,11968,29271,502,526,632,84,11140,2683,1975,4251,3912,1251,29.02
4913000,23758,30927,3933,694,479,0,19579,3508,1807,8497,10081,2067,43.45
4921000,21111,31189,717,671,1094,81,19455,3012,2449,8318,6446,1341,40.37
4935008,11151,28853,393,661,231,0,10742,1275,1360,3920,4521,1440,27.87
4935009,7167,29320,123,884,1,0,6058,1128,219,2986,2735,747,19.64
4935011,15284,25669,862,1561,808,0,12398,4759,1223,4816,5748,2695,37.32
4935012,15993,31049,621,1688,816,77,14055,2771,1038,4271,6431,1656,34.0
4935013,17206,26199,956,955,1047,92,11750,6986,1579,6757,6181,5616,39.64
4935014,16099,24636,931,925,982,76,11110,6574,1457,6240,5783,5148,39.52
4935015,22255,45632,1708,1103,1783,561,18643,4958,1635,7819,9020,3203,32.78
4935016,10967,30768,638,1047,589,0,9619,3445,916,4026,4299,2050,26.28
4935017,16182,45755,915,1539,864,0,14213,5042,1372,5964,6316,3006,26.13
4949001,13102,35241,462,299,244,0,12174,2145,781,2986,3199,876,27.1
4949002,20279,41512,640,800,268,260,18389,4452,1564,6052,6096,2319,32.82
4949003,17259,15693,745,1990,803,141,16181,3094,614,2622,5418,2107,52.38
4949004,11527,39521,482,498,251,0,10900,1421,794,3292,4556,606,22.58
4953000,24574,43620,1112,1056,802,0,23311,3524,4380,10192,8492,1766,36.04
4957001,17183,33429,1271,751,132,90,15354,4112,2990,6242,6999,1933,33.95
4957002,17575,24880,1128,540,1128,1,15452,3782,1558,6270,6291,1550,41.4
5000100,27502,35769,1829,1133,930,0,26859,1180,2162,12022,11224,963,43.47
5000200,23547,30352,1258,668,260,8,23274,670,1849,10764,10070,497,43.69
5000201,0,2,0,0,0,0,0,0,0,0,0,0,0.0
5000300,29185,40249,1115,1739,2287,0,27698,1514,2238,11721,9209,1798,42.03
5000400,36089,47265,912,873,487,30,35545,743,2914,16632,14332,841,43.3
5000501,0,1,0,0,0,0,0,0,0,0,0,0,0.0
5101301,6947,46774,232,1472,1345,0,4247,1242,309,2350,1174,1066,12.93
5101302,12171,42655,78,2429,3352,0,5938,2769,666,3926,2633,4954,22.2
5101500,29468,37872,1545,404,2325,0,27543,1654,5189,14709,12534,1124,43.76
5101900,20069,33799,429,531,3997,5,16650,1134,3093,8434,6172,666,37.26
5104101,16234,27407,524,508,5957,0,7783,3251,2340,7914,5188,2657,37.2
5104102,14208,31755,451,492,4823,0,8665,2304,2491,6655,6159,1169,30.91
5104103,10420,35163,422,550,2903,0,7279,493,1840,4734,3748,395,22.86
5105901,9759,31834,207,4844,1041,0,4720,2426,958,3882,2142,5091,23.46
5105902,11902,52576,123,3059,3117,0,5659,2980,901,4273,3115,4573,18.46
5105904,8522,38531,872,2209,1443,0,5871,1141,799,4129,2600,2318,18.11
5105905,5325,30543,68,1425,897,275,3076,1240,1091,2552,1869,1521,14.85
5105906,7503,31971,530,1950,2093,2,3878,1810,1093,3397,2779,3097,19.01
5105907,18527,32857,431,4236,3842,0,8174,7188,2296,7515,4170,10562,36.06
5105908,11244,36140,994,1467,4337,0,5370,3511,2073,5066,3827,3798,23.73
5106100,20768,47988,1706,1244,4094,1,17045,3505,3171,10399,7620,2512,30.21
5106900,17622,34373,376,434,2406,0,14659,2969,1761,7171,5959,2256,33.89
5107300,30103,42572,1259,310,9972,0,20953,2550,4961,16798,13735,1814,41.42
5108300,35464,32749,906,119,15387,104,21506,1099,4732,20183,16460,346,51.99
5108501,9980,29284,285,210,2861,0,7365,626,1588,5235,4272,254,25.42
5108701,26176,34754,751,753,16146,0,10219,1446,2535,12172,11244,1408,42.96
5108702,19622,56346,377,2344,4610,0,13260,2009,1477,8796,6276,3835,25.83
5109500,15921,50129,427,1483,4341,0,11597,1137,5042,7682,5967,945,24.1
5110701,10519,32117,259,2547,1617,0,6684,3076,960,4593,2928,3911,24.67
5110702,7287,43421,18,2357,1426,0,3989,1303,797,3200,3402,3059,14.37
5110703,7032,43016,149,742,1706,0,5481,1667,1078,3122,3518,974,14.05
5110901,15193,33830,162,387,3741,0,11297,853,1682,7139,5279,685,30.99
5112100,28746,44884,556,2303,1347,0,27303,1947,1903,9571,9842,1394,39.04
5114300,41658,36141,1647,189,15036,0,28334,1158,5495,21485,18717,789,53.55
5114501,10893,32056,305,236,3079,0,8068,686,1720,5695,4640,289,25.36
5114900,33952,31637,1162,1140,18945,0,16567,2031,4562,14894,14944,968,51.76
5115301,9983,32161,317,2305,1482,433,7384,3296,3032,5225,2931,3160,23.69
5115302,17149,36930,1009,2957,6309,332,9435,5740,3497,7149,5237,6185,31.71
5115303,10806,23235,634,1862,3985,210,5944,3610,2203,4499,3303,3894,31.74
5116101,30898,54441,585,186,2889,0,28724,1624,4440,16967,12668,1219,36.21
5116500,19653,30890,848,1038,3112,0,17440,3597,1904,6877,6648,2690,38.88
5117100,17315,25030,834,688,1154,0,16248,1848,2371,7956,6643,799,40.89
5117700,23156,50189,770,1381,8132,14,14733,2773,4873,10173,7453,3098,31.57
5117900,15693,46607,738,1580,4408,95,9452,4907,4924,5958,4480,2408,25.19
5118500,41873,29718,324,84,585,0,41536,730,3217,20537,23629,271,58.49
5119100,42040,36390,1059,444,1689,51,40485,1722,5192,20725,19353,1108,53.6
5151000,18430,53910,473,2155,7924,0,8924,4330,1980,5911,4734,5826,25.48
5154001,18573,35418,546,2022,4849,0,13174,1863,1662,6549,6469,686,34.4
5155001,17801,26735,572,278,10071,0,8400,2253,5296,5975,7808,1451,39.97
5155002,10817,33372,861,878,3812,277,7124,896,4116,5210,4864,1471,24.48
5160001,9933,43469,130,3107,1428,67,6123,1743,1134,4407,2782,3975,18.6
5161001,6821,37095,274,2015,758,0,4457,1032,406,4542,1822,2441,15.53
5165000,26579,31044,1629,821,17510,0,10572,2042,8108,11534,9233,434,46.13
5168000,21514,28436,706,1301,7152,280,15144,1586,2893,8099,6837,743,43.07
5168701,15371,27535,892,2571,2678,143,10289,6372,1211,5251,4236,6769,35.82
5170000,35963,43208,483,2010,23003,0,12053,3260,7379,12017,11945,2679,45.42
5171001,18690,23007,564,1145,11548,0,7435,2174,4676,6844,7532,1396,44.82
5171002,24502,29660,841,1394,15361,23,9384,2660,5864,8911,9866,1676,45.24
5174001,22342,25142,1252,670,14944,130,7007,1499,4216,7760,9064,781,47.05
5176001,23914,27618,223,1062,15381,0,8503,1540,2218,8775,8766,1593,46.41
5176002,22783,26535,225,1003,14539,0,8155,1525,2138,8418,8335,1560,46.2
5177001,27511,27717,411,607,10208,0,17894,1435,3861,11883,10038,1177,49.81
5180000,23200,39903,1164,525,12620,0,11766,1686,6471,9995,8959,356,36.77
5181001,18396,44666,286,1885,6437,0,11398,2446,4424,7916,7054,961,29.17
5181002,23772,47505,560,3521,9509,0,12915,2944,5350,8095,6941,2425,33.35
5181003,13143,35301,525,1368,2719,0,10358,2244,3761,5228,5515,1690,27.13
5320501,16051,22362,953,834,295,79,13190,5640,2436,7781,7723,3899,41.79
5320502,18903,26350,732,535,1169,0,16087,5547,1732,8282,9543,4200,41.77
5320503,19304,26048,977,1436,1360,103,14369,10349,1538,6114,7211,6644,42.56
5320700,23427,24134,1688,194,140,0,17681,9184,2744,9393,10526,5434,49.26
5320900,22274,28937,3019,472,720,79,20668,2165,4413,12292,9722,673,43.49
5321101,18397,28172,1234,838,588,0,17937,3101,1732,7066,5756,2124,39.5
5321102,14797,29109,836,1092,504,64,13289,2696,1700,5356,5357,1502,33.7
5321103,25162,28100,1679,1941,1668,608,22785,4569,4028,10673,12130,2628,47.24
5321104,18503,31617,1037,951,1286,1,16277,3417,1410,5648,6615,2779,36.92
5321500,26298,29675,2004,975,842,249,24805,4007,5291,12170,13154,1921,46.98
5322500,30251,25090,2623,617,761,0,24423,12483,3491,9403,11270,5671,54.66
5322700,27305,28096,2525,822,812,135,25584,3659,6402,14392,12885,2088,49.29
5322900,17141,25984,1287,1470,529,15,15099,3262,3161,8364,6644,2351,39.75
5323301,13549,38280,733,3508,1581,240,10507,1473,1403,5930,3503,3037,26.14
5323302,7591,35720,1206,844,860,0,7092,1087,843,4448,2258,1008,17.53
5323303,15344,50675,454,3161,750,0,12820,1839,1023,6172,3040,2884,23.24
5323304,16152,46140,460,5699,1776,0,10118,1778,796,6572,5278,5874,25.93
5323305,10612,48014,203,3167,1006,106,6722,472,1202,5463,3215,3331,18.1
5323306,12124,33935,914,1457,746,0,10802,1781,1495,5770,4116,1624,26.32
5323307,19589,24720,1687,2982,1509,455,13428,4674,3140,8558,8919,6482,44.21
5323308,22411,26901,2315,3675,6883,190,12511,4978,2558,6553,7345,7178,45.45
5323309,19999,25687,518,4145,4588,109,9390,4629,704,7369,6291,8457,43.77
5323310,21980,33908,1927,6835,6069,276,10688,5147,1162,7107,6658,7417,39.33
5323311,21390,28079,1441,5965,3807,245,10060,4896,2392,9360,7816,6968,43.24
5323312,13837,30803,813,3557,3686,81,7166,1805,1504,5864,4448,4384,31.0
5323313,14184,31109,990,3315,3543,33,8566,1618,1038,5209,4612,3338,31.32
5323314,15882,36286,973,3327,2980,20,11040,1830,715,4581,4769,2277,30.44
5323315,17135,42181,574,3312,1646,59,13008,2385,579,3608,4322,1245,28.89
5323316,14255,38739,860,2733,1100,58,11770,1726,412,4713,4164,1086,26.9
5323317,15643,33268,810,4168,2263,18,11773,2095,562,4781,4510,2401,31.98
5323318,14734,33734,834,3665,1869,28,11445,1898,494,4779,4331,1999,30.4
5323501,15037,34675,846,1622,803,166,14054,922,3154,8375,5937,721,30.25
5323502,21605,35142,2184,2387,2689,157,18507,3513,5569,8980,9535,1858,38.07
5324100,22178,25657,2531,1193,773,63,20780,2858,3344,11595,11008,1251,46.36
5325301,19045,28552,1722,2984,3934,216,14570,3033,2859,7168,7135,1863,40.01
5325302,18229,20983,1632,3093,4170,157,13056,3829,3355,6590,6753,2707,46.49
5325303,13970,25641,761,1664,1855,247,11822,1412,1805,5992,4808,1495,35.27
5325304,13209,31218,1315,1583,1149,73,12303,2734,3608,4816,6110,1587,29.73
5325305,17913,32838,2301,3034,2979,535,15621,3707,3630,6442,8211,1669,35.3
5325306,17908,19467,1461,2520,3498,203,12537,4620,4596,6806,6289,4153,47.91
5325307,15937,27085,1574,2064,3237,160,12464,1942,5119,6177,6337,1421,37.04
5325308,14290,30936,1524,1382,2202,244,11807,1540,3712,5893,5586,972,31.6
5325701,21219,32179,1593,1812,652,18,18691,4036,3910,10352,8227,2909,39.74
5326101,20845,34891,2063,2506,1476,0,18690,3130,3205,9433,11259,2674,37.4
5326102,14026,37631,1076,1240,1261,0,12623,3562,2216,5936,5211,2253,27.15
5326103,10887,40765,101,1411,431,0,8560,2135,914,5608,3549,3313,21.08
5326104,14691,35434,373,3468,645,0,10710,2607,1658,7036,5636,2959,29.31
5326105,14316,27413,808,3399,2411,0,9555,1793,1603,4573,4630,4019,34.31
5326106,21729,39533,824,3224,2274,0,16797,3762,2088,8946,8399,5070,35.47
5326301,15746,27414,1269,828,1132,128,15338,870,2819,5672,6696,271,36.48
5326302,28474,33688,2292,1667,967,0,26922,4289,4565,10537,12199,998,45.81
5326303,25959,32995,2843,1311,1773,46,24436,2878,4045,9031,11801,1257,44.03
5326304,26858,26624,1420,1468,1619,352,24809,2423,5130,10985,11169,2181,50.22
5326500,22022,21185,4071,515,326,24,19212,3257,3504,11142,8710,1081,50.97
5326701,14790,25461,914,1265,1460,0,12774,2021,4781,6202,6594,1038,36.74
5326702,27679,49183,637,5014,3353,361,23743,4735,4836,10155,9604,2931,36.01
5327301,18207,27690,1910,1699,513,41,16954,2746,1917,6508,6544,1811,39.67
5327302,18386,27946,1938,1723,520,42,17109,2769,1937,6581,6610,1830,39.68
5327500,18459,21971,614,2261,436,19,15452,3855,1970,6619,6975,2185,45.66
5327701,23097,13840,2578,680,615,456,18382,15565,2142,8255,8238,9043,62.53
5327702,27713,22362,1748,1190,1214,86,21364,11987,2930,11366,10768,6412,55.34
5400100,27052,25995,952,304,1215,354,26595,1195,2151,12332,11383,348,51.0
5400200,27260,28117,805,163,1527,252,27203,872,2966,11709,11675,86,49.23
5400300,33349,45320,2034,1356,2317,0,32433,594,3373,11067,12109,567,42.39
5400400,28476,42734,1644,564,2611,0,26419,1568,3515,12447,13147,584,39.99
5400500,18689,22878,723,386,1140,0,17817,856,2551,8525,8457,308,44.96
5400600,32466,33923,1025,854,1183,0,31852,960,4186,14741,14065,425,48.9
5400700,20752,18134,557,109,1017,0,20485,481,2848,9955,9102,176,53.37
5400800,39440,33665,1277,171,2280,34,38445,1115,4249,16871,17241,553,53.95
5400900,36390,40349,330,1170,6357,0,33044,933,5025,15734,14726,322,47.42
5401000,25678,21119,1583,166,3065,0,23208,219,2765,13003,13601,168,54.87
5401100,29237,24670,1557,116,2064,0,27729,412,3813,15368,14647,266,54.24
5401200,41688,24816,1406,115,2412,11,40457,998,4748,20375,22841,358,62.68
5419100,0,2,0,0,0,0,0,0,0,0,0,0,0.0
5500100,34444,47282,3963,246,321,0,33561,1067,4310,18245,13573,748,42.15
5500200,20517,33887,1901,0,235,0,19791,559,2341,10923,8302,567,37.71
5500300,22466,34698,1159,635,233,0,21393,1232,2573,11990,8515,843,39.3
5500400,21928,55143,1631,1014,1556,0,20109,1577,1445,10039,7584,1827,28.45
5500501,20776,26674,2089,397,1426,0,18282,6134,2620,8250,8209,2524,43.79
5500502,18645,44140,947,1017,1252,0,16534,2191,1891,8529,5794,1149,29.7
5500600,20272,37502,575,411,674,578,19346,580,2352,10048,8086,333,35.09
5500700,16015,33401,157,1241,932,0,14349,2046,1123,6872,4894,1131,32.41
5500800,19433,44419,386,1215,178,0,17610,2115,1935,7739,6099,2068,30.43
5500900,28624,44170,1740,1364,2074,0,25809,1708,4221,10605,10912,1327,39.32
5501000,19369,26496,1452,323,367,0,17802,1615,1833,9805,8280,571,42.23
5501100,27644,43924,980,638,490,0,26088,2330,3905,12281,11232,536,38.63
5501200,18948,38642,695,1120,451,0,17295,923,1777,7982,7843,1103,32.9
5501300,26379,37316,1719,551,707,0,25523,1315,3356,13076,11101,1625,41.41
5501400,22394,34474,918,2015,966,0,21072,1103,2461,8259,5929,1781,39.38
5501500,18224,36199,937,197,663,0,18059,1197,1203,7597,7861,754,33.49
5501600,16099,28301,574,282,353,13,15891,790,2134,7596,5886,710,36.26
5501700,19539,30690,172,982,924,0,18395,1293,1822,8447,7092,991,38.9
5501800,17557,30088,627,331,365,11,17136,1020,2371,8159,6602,665,36.85
5501900,21115,38165,257,569,467,0,20767,622,2471,10104,8162,563,35.62
5502000,17903,33549,373,0,928,0,17036,1663,2231,7241,6318,312,34.8
5502101,23382,24982,457,3966,3877,234,17991,2263,321,4204,4842,1865,48.35
5502102,17195,38781,355,1823,2943,85,14152,1998,992,4966,4093,1387,30.72
5502103,11129,35948,320,1021,1925,43,9249,1500,680,3500,2905,1347,23.64
5502104,11735,30162,163,633,2050,8,10222,1396,1171,4425,2913,513,28.01
5502105,13977,36408,204,778,2436,12,12150,1676,1369,5228,3479,666,27.74
5502200,24484,43392,298,363,3124,0,22363,3773,1780,9941,9309,1521,36.07
5502300,24691,46666,227,801,1526,0,23989,1407,2864,11745,8526,703,34.6
5502400,14838,28243,146,0,688,0,13930,2621,1574,7537,5211,1060,34.44
5502501,10309,35969,150,182,678,0,9482,1121,1829,4786,3619,533,22.28
5502502,13955,39287,67,0,1470,0,13116,2441,605,5721,4891,1689,26.21
5502503,14246,53316,169,542,525,0,13565,351,1341,9156,4397,847,21.09
5502600,24489,68291,1312,1519,479,0,24100,1956,2955,13425,7542,874,26.39
5502801,26477,14994,469,1514,20444,0,4498,1186,1314,7403,9328,1819,63.84
5502802,19225,36390,1735,1097,4734,0,15029,1508,2025,7641,6076,1299,34.57
5502803,29004,11326,972,1410,21171,0,7179,2642,1366,8416,10849,1551,71.92
5502804,26082,15416,359,682,22274,0,5354,924,1582,8938,9248,607,62.85
5502805,25185,11588,488,405,5047,0,15512,16387,458,8363,8682,10818,68.49
5502806,18552,28520,209,1645,2240,0,13283,6638,1030,6926,7027,4562,39.41
5502807,22448,53440,1417,1124,3070,0,19002,4021,3461,10655,10962,2018,29.58
5502808,17070,33611,355,274,1906,0,16209,1098,2081,9504,6329,667,33.68
5502900,30504,48572,745,440,7518,0,22990,8153,1402,12758,11728,3541,38.58
5503000,24564,43247,1521,845,2529,0,21460,5694,2394,9630,7949,1963,36.22
5600100,14215,33655,680,188,96,87,13683,1732,1623,5039,4653,514,29.7
5600200,12488,29072,987,8,222,102,12140,988,795,5165,3180,0,30.05
5600300,17425,27534,522,1262,1126,0,16187,3158,2213,5663,6993,440,38.76
5600400,21418,40615,1297,889,1089,166,20395,3504,3251,7988,10765,627,34.53
5600500,19077,27259,2652,0,903,0,16800,3612,2758,7463,8231,721,41.17
7200100,43972,6994,8328,110,10415,0,38286,43867,1537,24463,20108,38809,86.28
7200200,36561,5426,2332,32,3367,0,13684,36424,1044,19563,15821,33111,87.08
7200300,30438,5026,526,0,1972,0,24403,30340,1242,18355,14935,27017,85.83
7200400,31824,4444,480,0,1702,0,26819,31802,1018,19016,14323,29401,87.75
7200500,41415,8287,374,0,3767,0,35334,41289,1031,23695,20307,35124,83.33
7200600,34856,4762,340,0,9996,0,26356,34856,994,19782,17174,31835,87.98
7200700,34742,4671,593,0,9414,0,19037,34675,949,19032,15725,29939,88.15
7200800,48507,8185,214,81,3413,0,12384,48315,2021,27800,12742,44300,85.56
7200900,35686,9982,125,196,7384,0,20080,35521,1402,19894,14809,32301,78.14
7201000,43597,15604,436,579,10012,0,21840,43593,2980,23064,18206,38083,73.64
7201101,44774,18824,271,0,8253,0,22036,43322,1928,20751,15930,36900,70.4
7201102,50382,21884,1036,34,11069,0,27366,50036,2073,26149,20596,43117,69.72
7201200,23144,18325,109,0,4518,0,15274,23144,1003,13772,8632,19208,55.81
7201300,50039,16346,113,147,5533,0,29205,49909,2426,27067,21353,43161,75.38
7201400,29722,11167,395,161,4863,0,14910,29355,1300,14971,13383,25979,72.69
7201500,33678,6957,414,0,6212,0,24567,33578,1117,18286,15601,29695,82.88
