sduni20,Num Eligible,Num Ineligible,Percentage Eligible
0806810,3263,8035,28.88
0806840,295,266,52.58
0806870,1411,1290,52.24
0806900,32811,54513,37.57
0806930,43,62,40.95
0806960,2262,2035,52.64
0806990,55,50,52.38
0807050,146,359,28.91
0807080,924,1204,43.42
0807110,198,179,52.52
0807140,127,183,40.97
0807200,753,981,43.43
0807230,10506,16700,38.62
0807260,247,222,52.67
0807290,524,781,40.15
0807320,222,199,52.73
0807350,6711,8423,44.34
0807380,2696,4184,39.19
0807410,60,86,41.1
0900060,2319,4825,32.46
0900120,2483,5313,31.85
0900210,3712,4148,47.23
0900270,2603,5123,33.69
0900330,2491,5912,29.64
0900360,698,1196,36.85
0900420,3378,8524,28.38
0900450,35489,22225,61.49
0900510,8345,16154,34.06
0900540,2240,4409,33.69
0900690,1328,2841,31.85
0900750,3941,7628,34.07
0900810,1644,3962,29.33
0900840,2855,3347,46.03
0900960,1757,3012,36.84
0900990,1772,4271,29.32
0901020,11060,21765,33.69
0901050,2243,5353,29.53
0901110,1510,3142,32.46
0901170,684,1463,31.86
0901200,1105,2664,29.32
0901230,1585,3821,29.32
0901260,10299,11034,48.28
0901290,3337,8419,28.39
0901320,2947,5045,36.87
0901350,1295,3072,29.65
0901440,2360,4046,36.84
0901470,4875,11570,29.64
0901530,6327,15833,28.55
0901560,3501,7492,31.85
0901620,3964,10480,27.44
0901680,1429,3057,31.85
0901710,7842,16257,32.54
0901740,2092,2452,46.04
0901770,6057,10371,36.87
0901800,2637,6653,28.39
0901860,10201,14451,41.38
0901920,31168,14323,68.51
0902070,3301,3650,47.49
0902130,1311,1537,46.03
0902160,2831,3319,46.03
0902220,1224,2178,35.98
0902280,2114,5335,28.38
0902310,12048,12908,48.28
0902400,10148,14377,41.38
0902490,5949,14336,29.33
0902520,9042,12253,42.46
0902550,1936,4846,28.55
0902580,3374,3956,46.03
0902640,3873,8052,32.48
0902670,13640,15242,47.23
0902700,2151,5134,29.53
0902730,1736,3415,33.7
0902790,35050,21323,62.18
0902820,4315,7388,36.87
0902850,3595,7075,33.69
0902880,3442,9099,27.45
0902910,3474,6836,33.7
0902970,1619,4085,28.38
0903030,2897,7310,28.38
0903060,946,1109,46.03
0903090,12537,21991,36.31
0903120,7366,8636,46.03
0903180,1307,3151,29.32
0903240,1557,3240,32.46
0903270,2784,3079,47.48
0903300,3223,3602,47.22
0903330,1600,3097,34.06
0903390,1171,2821,29.33
0903480,1716,1898,47.48
0903515,1010,1798,35.97
0903520,2242,3990,35.98
0903530,1095,1989,35.51
0903535,1418,3418,29.32
0903536,1799,3483,34.06
0903537,3476,7084,32.92
0903538,2014,4013,33.42
0903539,1822,4391,29.33
0903540,1244,2999,29.32
0903810,2611,6232,29.53
0903840,2350,6212,27.45
0903990,2054,4273,32.46
0904050,5009,10424,32.46
0904110,3215,6880,31.85
0904140,1474,2526,36.85
0904170,3114,7389,29.65
0904230,8002,8942,47.23
0904290,2133,2359,47.48
0904320,16727,34672,32.54
0904380,2891,4949,36.88
0904440,5385,13476,28.55
0904470,1823,4326,29.65
0904500,1020,1974,34.07
0904530,1708,1889,47.48
0904560,2093,3588,36.84
0904590,5307,9443,35.98
0904620,3787,9478,28.55
0904680,6095,6530,48.28
0904740,7404,10489,41.38
0904830,28039,17080,62.14
0904860,3086,5283,36.87
0904890,3033,5870,34.07
0904920,8402,17979,31.85
0904950,9655,13084,42.46
0904980,845,2036,29.33
0905010,1080,2577,29.53
0905040,3732,6546,36.31
0905070,3078,8136,27.45
0905130,1930,4607,29.52
0905160,1528,2719,35.98
0905190,4482,5255,46.03
0905220,3411,8094,29.65
0905250,1459,3462,29.65
0905280,2214,4286,34.06
0999999,33495,51534,39.39
1000080,7995,17521,31.33
1000170,11039,16148,40.6
1000180,8283,10452,44.21
1000190,10138,12793,44.21
1000200,24155,40842,37.16
1000230,12086,21432,36.06
1000270,1295,1895,40.6
1000680,16555,24218,40.6
1000790,4485,5659,44.21
1000810,2968,4342,40.6
1001080,5474,7620,41.81
1001240,11474,26284,30.39
1001300,20875,36213,36.57
1001530,4513,6602,40.6
1001620,6524,8748,42.72
1001850,2885,4163,40.93
1200030,46458,61729,42.94
1200060,4777,6890,40.94
1200090,33523,43245,43.67
1200120,5593,5112,52.25
1200150,102785,151802,40.37
1200180,328575,419214,43.94
1200210,2554,2448,51.06
1200240,35670,53318,40.08
1200270,30467,37801,44.63
1200300,29978,50502,37.25
1200330,54726,109206,33.38
1200360,13768,12585,52.24
1200390,530574,438106,54.77
1200420,7681,6252,55.13
1200450,3309,3025,52.24
1200480,178905,227386,44.03
1200510,58459,68520,46.04
1200540,17205,29895,36.53
1200570,2329,2233,51.05
1200600,8201,7863,51.05
1200630,3529,3226,52.24
1200660,2744,1656,62.36
1200690,2655,2546,51.05
1200720,2826,2121,57.13
1200750,5726,4660,55.13
1200780,8967,5412,62.36
1200810,37445,44052,45.95
1200840,22892,18110,55.83
1200870,231660,345904,40.11
1200900,3760,4850,43.67
1200930,25653,44321,36.66
1200960,8855,8489,51.06
1200990,2715,2603,51.05
1201020,1660,1246,57.12
1201050,59268,102188,36.71
1201080,130938,189500,40.86
1201110,52940,68484,43.6
1201140,8478,7750,52.24
1201170,1493,1431,51.06
1201200,3626,2722,57.12
1201230,53734,109786,32.86
1201260,71659,85691,45.54
1201290,25783,43382,37.28
1201320,12941,18048,41.76
1201350,15277,22035,40.94
1201380,29785,54712,35.25
1201410,8971,5414,62.36
1201440,238282,274107,46.5
1201470,64109,68940,48.18
1201500,236272,359382,39.67
1201530,94341,135357,41.07
1201560,158348,262528,37.62
1201590,137455,139018,49.72
1201620,15272,14868,50.67
1201650,21453,50269,29.91
1201680,63822,140197,31.28
1201710,65139,122936,34.63
1201740,28897,79868,26.57
1201770,56779,74612,43.21
1201800,20914,43140,32.65
1201830,8771,6585,57.12
1201860,4398,3302,57.12
1201890,3188,2914,52.25
1201920,111392,133039,45.57
1201950,6319,6058,51.05
1201980,14405,18583,43.67
1202010,4843,6248,43.67
1300001,13271,13395,49.77
1300003,1651,1761,48.39
1300060,3775,2560,59.59
1300090,1634,1238,56.89
1300120,84832,146676,36.64
1300150,2198,1666,56.88
1300180,642,417,60.62
1300210,7710,8472,47.65
1300240,3297,3272,50.19
1300290,12591,16380,43.46
1300330,11242,19115,37.03
1300360,3704,2800,56.95
1300390,3912,2957,56.95
1300420,29596,28268,51.15
1300440,2623,1711,60.52
1300480,3555,2694,56.89
1300510,1231,1411,46.59
1300540,3512,2655,56.95
1300570,7815,8339,48.38
1300600,1857,3881,32.36
1300630,14298,15176,48.51
1300660,5023,4074,55.22
1300690,4575,4908,48.24
1300720,2846,3686,43.57
1300750,1244,808,60.62
1300780,9673,12698,43.24
1300810,2287,1492,60.52
1300840,14773,19218,43.46
1300870,4279,5567,43.46
1300900,3041,5170,37.04
1300930,12160,14416,45.76
1300990,2469,1871,56.89
1301020,52224,68804,43.15
1301050,486,512,48.7
1301080,4123,4888,45.76
1301110,24306,75687,24.31
1301140,529,627,45.76
1301170,26161,29171,47.28
1301200,567,488,53.74
1301230,60139,46103,56.61
1301260,1333,1010,56.89
1301290,83796,182991,31.41
1301350,8503,6445,56.88
1301380,9324,7780,54.51
1301410,15172,35847,29.74
1301440,1125,1464,43.45
1301470,3712,2806,56.95
1301500,16433,38976,29.66
1301530,2135,2346,47.65
1301560,4002,3446,53.73
1301590,2910,3450,45.75
1301620,5956,6005,49.8
1301650,4632,6185,42.82
1301680,3113,6724,31.65
1301710,6548,4254,60.62
1301740,89497,163734,35.34
1301770,4150,2708,60.51
1301800,2229,1919,53.74
1301830,17995,16171,52.67
1301860,20148,31161,39.27
1301870,3350,2186,60.51
1301890,6978,4553,60.52
1301920,2420,1572,60.62
1301950,728,552,56.88
1301980,11419,12121,48.51
1302010,2812,4863,36.64
1302040,4743,3095,60.51
1302070,2204,1495,59.58
1302100,4253,5509,43.57
1302130,12588,31379,28.63
1302190,10344,11853,46.6
1302220,17375,69113,20.09
1302250,4283,4251,50.19
1302280,75567,170593,30.7
1302310,7048,8394,45.64
1302340,5267,6822,43.57
1302370,588,477,55.21
1302400,14926,19592,43.24
1302430,6819,8832,43.57
1302460,5849,3800,60.62
1302490,2709,4686,36.63
1302520,12109,12992,48.24
1302550,128484,190711,40.25
1302580,8417,8355,50.18
1302610,25535,30421,45.63
1302640,1784,1447,55.22
1302670,3868,4432,46.6
1302700,6895,5937,53.73
1302730,4724,4689,50.19
1302790,2182,2202,49.77
1302820,30245,54740,35.59
1302880,25211,34536,42.2
1302910,2082,1574,56.95
1302940,8320,10823,43.46
1302970,2475,2908,45.98
1303000,3026,2052,59.59
1303030,2002,2605,43.46
1303060,3208,2602,55.22
1303090,1771,1437,55.21
1303120,1913,1248,60.52
1303150,4989,5482,47.65
1303210,3328,3571,48.24
1303240,1948,1476,56.89
1303270,6957,6252,52.67
1303300,9747,10402,48.37
1303330,1570,1274,55.2
1303360,2825,3015,48.37
1303390,13123,10877,54.68
1303420,5788,7729,42.82
1303450,2401,2068,53.73
1303480,4313,7461,36.63
1303510,9795,16379,37.42
1303540,1492,1284,53.75
1303570,4417,3583,55.21
1303600,1937,2543,43.24
1303630,3941,3978,49.77
1303660,1338,869,60.63
1303690,4069,2643,60.62
1303720,4919,5406,47.64
1303750,1733,1175,59.59
1303780,3409,4005,45.98
1303840,6715,8698,43.57
1303870,37687,39740,48.67
1303930,17698,23057,43.43
1303960,5986,10353,36.64
1303990,2123,3671,36.64
1304020,20586,37629,35.36
1304050,4925,5413,47.64
1304080,782,508,60.62
1304110,5579,7226,43.57
1304140,3889,2948,56.88
1304170,3399,3647,48.24
1304200,7289,8353,46.6
1304220,1518,2080,42.19
1304260,3882,4266,47.64
1304290,446,384,53.73
1304320,2917,3896,42.82
1304350,1277,1099,53.75
1304380,39784,34880,53.28
1304410,14722,19180,43.43
1304440,6426,7364,46.6
1304470,904,778,53.75
1304500,2481,2634,48.5
1304530,2040,1325,60.62
1304540,842,990,45.96
1304560,4898,4862,50.18
1304590,1058,911,53.73
1304620,5888,5070,53.73
1304650,1140,982,53.72
1304680,317,257,55.23
1304770,4674,3170,59.59
1304800,1555,1339,53.73
1304830,2554,1732,59.59
1304860,2048,1330,60.63
1304890,5468,4562,54.52
1304950,3836,3201,54.51
1304980,8905,6731,56.95
1305040,3353,2274,59.59
1305070,2160,2884,42.82
1305100,1335,871,60.52
1305130,351,417,45.7
1305190,1941,1467,56.95
1305220,1413,1552,47.66
1305250,4258,5686,42.82
1305280,4984,5347,48.24
1305310,11559,9580,54.68
1305340,2207,1497,59.58
1305370,11593,13744,45.76
1305390,15552,18276,45.97
1305430,7153,5422,56.88
1305460,1065,864,55.21
1305490,4082,3311,55.21
1305550,6170,4184,59.59
1305580,467,402,53.74
1305640,1530,1037,59.6
1305670,4841,6464,42.82
1305700,11844,11941,49.8
1305730,1826,1191,60.52
1305760,1955,1585,55.23
1305790,1561,1715,47.65
1305850,4222,3523,54.51
1399999,2649,2794,48.67
1500030,207027,283055,42.24
1600001,2308,3068,42.93
1600002,6106,8117,42.93
1600009,369,491,42.91
1600010,333,439,43.13
1600030,485,559,46.46
1600060,1266,1445,46.7
1600090,27,31,46.55
1600138,264,321,45.13
1600139,1828,2223,45.12
1600150,59,79,42.75
1600180,654,795,45.13
1600240,1081,1234,46.7
1600270,3346,3853,46.48
1600300,3824,5002,43.33
1600330,122,159,43.42
1600360,31044,55622,35.82
1600420,2164,2877,42.93
1600450,409,435,48.46
1600480,1671,1848,47.49
1600490,449,546,45.13
1600510,6485,6808,48.79
1600540,169,221,43.33
1600570,201,279,41.88
1600600,9263,11215,45.23
1600630,467,568,45.12
1600660,4299,4743,47.54
1600690,233,257,47.55
1600720,556,677,45.09
1600750,143,174,45.11
1600780,12917,21551,37.48
1600810,461,561,45.11
1600815,733,975,42.92
1600840,405,493,45.1
1600870,169,205,45.19
1600900,110,144,43.31
1600930,8093,12203,39.87
1600960,1978,2258,46.69
1601020,2896,4209,40.76
1601050,1421,1568,47.54
1601080,598,690,46.43
1601110,1736,2002,46.44
1601140,1468,2133,40.77
1601170,427,519,45.14
1601200,339,445,43.24
1601230,408,529,43.54
1601260,1091,1426,43.35
1601290,386,441,46.67
1601380,392,510,43.46
1601410,359,396,47.55
1601440,260,317,45.06
1601470,1098,1216,47.45
1601500,290,353,45.1
1601530,8583,12942,39.87
1601570,3779,4360,46.43
1601590,3338,4366,43.33
1601620,699,851,45.1
1601650,1571,2089,42.92
1601680,314,409,43.43
1601710,1562,1723,47.55
1601740,381,506,42.95
1601770,5250,9154,36.45
1601800,4958,8285,37.44
1601830,604,735,45.11
1601860,6611,8039,45.13
1601900,250,304,45.13
1601920,6908,7969,46.43
1601950,1210,1382,46.68
1601980,783,815,49.0
1602030,1671,2032,45.13
1602060,282,343,45.12
1602070,609,668,47.69
1602100,34850,60843,36.42
1602130,3265,4843,40.27
1602160,100,145,40.82
1602190,3557,4635,43.42
1602220,5269,7004,42.93
1602250,4079,5335,43.33
1602280,128,170,42.95
1602310,214,237,47.45
1602340,15755,20674,43.25
1602370,782,1136,40.77
1602400,169,205,45.19
1602430,134,153,46.69
1602460,262,373,41.26
1602490,790,902,46.69
1602520,1600,1945,45.13
1602550,829,1204,40.78
1602580,1613,2344,40.76
1602610,19,20,48.72
1602640,13981,15962,46.69
1602670,7035,11778,37.39
1602700,616,819,42.93
1602730,13,17,43.33
1602760,146,191,43.32
1602790,397,497,44.41
1602820,93,106,46.73
1602850,1296,1575,45.14
1602910,1509,1799,45.62
1602940,515,673,43.35
1602970,1138,1312,46.45
1603000,789,902,46.66
1603030,121,147,45.15
1603060,1241,1649,42.94
1603090,769,887,46.44
1603120,126,191,39.75
1603180,1651,1904,46.44
1603210,13,15,46.43
1603240,10573,11665,47.54
1603270,456,596,43.35
1603300,762,1013,42.93
1603330,1327,1928,40.77
1603360,838,1096,43.33
1603400,323,373,46.41
1603420,454,518,46.71
1603480,510,742,40.73
1700001,620,927,40.08
1700002,1016,1230,45.24
1700003,761,1185,39.11
1700004,817,952,46.18
1700005,1774,2603,40.53
1700007,738,1102,40.11
1700014,691,804,46.22
1700015,284,331,46.18
1700041,1128,1292,46.61
1700044,1477,1952,43.07
1700045,863,1004,46.22
1700092,1141,1300,46.74
1700102,182,240,43.13
1700105,399,529,43.0
1700106,544,620,46.74
1700109,472,879,34.94
1700110,3542,6403,35.62
1700113,783,1037,43.02
1700114,691,965,41.73
1700115,621,917,40.38
1700120,135,186,42.06
1700122,479,580,45.23
1700123,1186,1378,46.26
1700125,1045,1543,40.38
1700126,863,1274,40.38
1700153,810,1057,43.39
1700176,370,543,40.53
1700217,1051,947,52.6
1700223,530,798,39.91
1700310,1508,2256,40.06
1700314,824,1077,43.35
1700319,1017,1330,43.33
1700320,1988,2599,43.34
1700321,1073,1406,43.28
1700323,189,216,46.67
1700324,701,909,43.54
1700326,1135,1773,39.03
1700332,1323,1727,43.38
1701382,418,381,52.32
1701387,612,799,43.37
1701390,268,369,42.07
1701395,1539,2015,43.3
1701403,1310,1781,42.38
1701404,245,356,40.77
1701413,995,1414,41.3
1701416,684,779,46.75
1701417,337,490,40.75
1701418,949,1081,46.75
1701422,356,518,40.73
1703300,362,759,32.29
1703450,191,223,46.14
1703510,832,1077,43.58
1703600,9303,10300,47.46
1703660,414,542,43.31
1703690,794,1188,40.06
1703810,365,487,42.84
1703960,854,1035,45.21
1703990,1202,1396,46.27
1704260,1697,2320,42.25
1704380,589,878,40.15
1704440,329,430,43.35
1704470,899,1384,39.38
1704620,1092,1749,38.44
1704680,12536,10026,55.56
1704710,12013,13071,47.89
1704920,4870,7801,38.43
1705050,4565,12064,27.45
1705220,3386,8658,28.11
1705310,1249,1651,43.07
1705430,770,1877,29.09
1705460,404,527,43.39
1705790,6722,10301,39.49
1705820,347,514,40.3
1706120,3023,3346,47.46
1706390,882,1004,46.77
1706480,6039,11242,34.95
1706600,208,275,43.06
1706880,244,361,40.33
1707200,731,943,43.67
1707440,367,475,43.59
1707650,1600,1822,46.76
1707770,651,867,42.89
1707830,1756,6131,22.26
1707950,755,986,43.37
1708010,1230,1779,40.88
1708040,2457,3332,42.44
1708070,354,412,46.21
1708160,532,695,43.36
1708220,926,1209,43.37
1708250,1302,1280,50.43
1708280,3027,3951,43.38
1708430,1461,1931,43.07
1708460,1511,2198,40.74
1708500,1563,1820,46.2
1708550,14108,28878,32.82
1708580,512,588,46.55
1708610,654,864,43.08
1708640,2773,2499,52.6
1709100,794,1077,42.44
1709330,509,696,42.24
1709400,460,688,40.07
1709420,17918,23462,43.3
1709600,4350,5270,45.22
1709810,1486,2162,40.73
1709930,536006,599966,47.18
1710240,444,575,43.57
1710290,325,370,46.76
1710340,375,486,43.55
1710410,1056,1298,44.86
1710440,1853,2801,39.82
1710530,1670,2612,39.0
1710570,597,694,46.24
1710650,5916,12784,31.64
1710740,2095,3207,39.51
1710790,1379,1607,46.18
1710800,1074,1223,46.76
1710820,1278,1455,46.76
1710830,364,481,43.08
1710980,239,328,42.15
1711100,563,508,52.57
1711250,3739,9112,29.1
1711400,561,732,43.39
1711610,814,1218,40.06
1711790,6761,7698,46.76
1711850,12327,14326,46.25
1711880,910,1521,37.43
1712000,7865,11378,40.87
1712030,214,323,39.85
1712060,400,671,37.35
1712090,291,429,40.42
1712240,475,612,43.7
1712330,3717,5550,40.11
1712480,323,376,46.21
1712510,370,422,46.72
1712700,5062,6530,43.67
1712720,1009,1545,39.51
1712760,2018,1818,52.61
1712810,790,789,50.03
1712930,437,601,42.1
1713050,694,1038,40.07
1713290,2702,3497,43.59
1713320,4369,5924,42.45
1713370,404,489,45.24
1713410,369,429,46.24
1713500,1021,1193,46.12
1713530,6776,15553,30.35
1713560,3431,4441,43.58
1713590,454,529,46.19
1713660,1216,1416,46.2
1713710,30396,48662,38.45
1713860,627,565,52.6
1713920,712,1325,34.95
1713970,5102,13306,27.72
1714050,748,965,43.67
1714100,4516,4717,48.91
1714350,598,891,40.16
1714430,1665,2469,40.28
1715100,1033,1510,40.62
1715180,656,747,46.76
1715400,1345,1740,43.6
1715490,800,1167,40.67
1715750,305,403,43.08
1715880,1091,1502,42.07
1715900,4713,7050,40.07
1716020,433,502,46.31
1716050,1011,1513,40.06
1716080,5552,8183,40.42
1716140,617,811,43.21
1716350,2985,3903,43.34
1716380,2866,8470,25.28
1716410,1462,2114,40.88
1716680,1249,1651,43.07
1717280,8203,9080,47.46
1717370,453,708,39.02
1717580,346,403,46.19
1717670,400,529,43.06
1717700,229,346,39.83
1717730,2111,3071,40.74
1717790,404,527,43.39
1718060,694,907,43.35
1718180,498,658,43.08
1718200,669,779,46.2
1718240,6378,9667,39.75
1718270,2239,2607,46.2
1718390,193,293,39.71
1718420,1600,3340,32.39
1718510,1085,1417,43.37
1718810,3556,3204,52.6
1718840,1550,2405,39.19
1718870,682,1269,34.96
1718990,2119,5323,28.47
1719200,2027,3062,39.83
1719260,599,1178,33.71
1719660,1278,1455,46.76
1719830,5316,11893,30.89
1719920,368,446,45.21
1719960,1049,1353,43.67
1719970,2535,3271,43.66
1720170,1196,1361,46.77
1720180,936,1065,46.78
1720280,4257,5628,43.07
1720380,1503,1946,43.58
1720430,3041,4020,43.07
1720490,1298,3374,27.78
1720550,1706,1537,52.61
1720760,4257,6659,39.0
1720790,240,290,45.28
1721000,1948,2569,43.13
1721300,484,700,40.88
1721390,1024,1512,40.38
1721680,274,405,40.35
1721900,1903,9804,16.26
1722130,1332,1722,43.61
1722150,1289,1668,43.59
1722300,907,1388,39.52
1722350,259,387,40.09
1722530,831,1243,40.07
1722620,614,1142,34.97
1722710,421,784,34.94
1722770,612,799,43.37
1722870,310,429,41.95
1723200,1648,4494,26.83
1723250,1399,2112,39.85
1723640,104,142,42.28
1723920,3301,4316,43.34
1723970,762,843,47.48
1724060,2754,3575,43.51
1724390,1791,2807,38.95
1724480,1989,7296,21.42
1724600,6226,5612,52.59
1724650,474,723,39.6
1724750,1246,1455,46.13
1724870,1507,1826,45.21
1724900,440,533,45.22
1724940,3114,4768,39.51
1725000,2287,2663,46.2
1725050,4142,5018,45.22
1725590,795,1037,43.4
1725680,225,297,43.1
1725690,1449,2046,41.46
1726400,8215,11822,41.0
1726430,992,1551,39.01
1726550,1557,2347,39.88
1726710,1103,1649,40.08
1726760,347,405,46.14
1726800,3113,5224,37.34
1726970,552,643,46.19
1727180,524,698,42.88
1727290,569,859,39.85
1727300,1145,1494,43.39
1727390,2470,2897,46.02
1727450,355,512,40.95
1727610,3148,2837,52.6
1727710,10397,28184,26.95
1727780,382,500,43.31
1727840,792,1009,43.98
1727960,590,904,39.49
1727990,1025,1639,38.48
1728560,669,1004,39.99
1728620,13866,25805,34.95
1728700,1315,2015,39.49
1728810,637,824,43.6
1729340,358,434,45.2
1729420,732,891,45.1
1729890,1746,2985,36.91
1729940,620,916,40.36
1730060,377,564,40.06
1730160,1738,2514,40.87
1730200,1079,1419,43.19
1730270,8764,19765,30.72
1730480,416,504,45.22
1730540,346,458,43.03
1730630,1584,1959,44.71
1730660,506,755,40.13
1730750,1469,1779,45.23
1730780,808,979,45.22
1730870,243,347,41.19
1730930,549,867,38.77
1730990,610,796,43.39
1731020,403,602,40.1
1731050,1047,1066,49.55
1731230,17843,23018,43.67
1731270,1254,1618,43.66
1731290,1227,2990,29.1
1731410,1115,1683,39.85
1731500,1450,1917,43.07
1731710,1404,1833,43.37
1731740,12035,29862,28.73
1731770,1366,2937,31.75
1731890,297,388,43.36
1731920,1332,2134,38.43
1732100,630,912,40.86
1732280,688,801,46.21
1732770,727,939,43.64
1732830,885,1319,40.15
1732960,858,1267,40.38
1733000,9098,11874,43.38
1733090,397,515,43.53
1733300,1193,1745,40.61
1733380,1085,2512,30.16
1733930,1145,1648,41.0
1733950,1085,1624,40.05
1734100,1265,2027,38.43
1734140,545,805,40.37
1734230,2144,2597,45.22
1734320,1784,2846,38.53
1734410,7400,10650,41.0
1734440,1246,1789,41.05
1734510,37413,37959,49.64
1734870,421,480,46.73
1734990,4504,7584,37.26
1735010,2317,2564,47.47
1735310,398,579,40.74
1735370,2152,3128,40.76
1735610,303,453,40.08
1735940,951,857,52.6
1735970,722,1050,40.74
1736090,1229,1858,39.81
1736180,1588,2131,42.7
1736570,827,1160,41.62
1736600,973,1491,39.49
1736610,523,683,43.37
1736640,428,498,46.22
1736900,1328,1931,40.75
1736960,374,502,42.69
1737080,18044,28907,38.43
1737170,7096,18879,27.32
1737230,455,588,43.62
1737350,2573,6655,27.88
1737490,744,1098,40.39
1737590,1198,1887,38.83
1737650,473,688,40.74
1737830,405,611,39.86
1737980,597,893,40.07
1738070,517,711,42.1
1738130,1238,1871,39.82
1738460,3573,5197,40.74
1738490,378,493,43.4
1738700,3752,4361,46.25
1738760,1025,1325,43.62
1739090,1140,1381,45.22
1739120,1636,2086,43.95
1739390,777,1304,37.34
1739420,1314,1911,40.74
1739450,600,961,38.44
1739480,470,577,44.89
1739600,1113,1351,45.17
1739630,416,484,46.22
1739960,8589,11247,43.3
1740070,7566,22202,25.42
1740080,384,587,39.55
1740140,1989,2578,43.55
