sduni20,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,English less than very well Eligible,Percentage Eligible
3610170,1380,2788,41,14,13,5,1320,58,162,746,557,12,33.11
3610200,813,2196,56,78,177,0,530,313,28,485,249,246,27.02
3610230,188,386,10,4,6,0,180,8,30,96,81,7,32.75
3610260,488,612,9,5,13,0,482,37,51,236,164,14,44.36
3610380,431,587,15,3,30,0,412,33,44,186,194,8,42.34
3610410,858,1085,100,30,61,2,708,221,61,355,308,84,44.16
3610500,2348,2961,277,82,163,7,1942,604,165,972,842,230,44.23
3610530,636,656,41,3,17,0,618,13,101,312,296,14,49.23
3610560,8762,10286,103,268,1035,0,7883,643,1087,4155,3531,330,46.0
3610590,1322,1552,15,40,156,0,1189,97,164,627,533,50,46.0
3610650,998,2694,69,96,217,0,650,384,34,595,306,301,27.03
3610680,1026,3654,1,186,66,0,830,89,51,795,351,185,21.92
3610710,6322,7388,44,538,1143,0,5267,721,409,2314,2829,485,46.11
3610860,836,1170,40,9,40,0,805,51,110,408,327,42,41.67
3610890,4083,11652,78,519,537,0,3392,401,388,1620,983,401,25.95
3610920,1564,1345,65,10,121,0,1446,204,134,680,746,102,53.76
3610950,2271,2864,268,79,158,7,1878,585,160,940,815,222,44.23
3610980,3512,10557,103,175,337,0,2931,816,363,2146,1508,600,24.96
3611070,1019,1054,66,5,27,0,990,22,162,500,474,22,49.16
3611100,47,112,1,1,5,0,39,12,4,25,12,10,29.56
3611190,1538,1975,94,10,57,0,1440,162,154,822,623,84,43.78
3611250,824,713,35,5,62,0,762,105,72,359,393,53,53.61
3611280,1009,1349,23,23,42,0,995,34,105,487,383,2,42.79
3611310,539,721,12,12,22,0,532,18,56,260,205,1,42.78
3611370,959,1226,58,6,35,0,899,98,96,512,389,52,43.89
3611400,1285,1483,41,14,46,0,1248,42,134,645,547,21,46.42
3611430,376,444,11,8,16,0,364,15,36,180,146,8,45.85
3611490,893,921,58,4,24,0,868,19,142,438,416,20,49.23
3611520,2902,2496,120,19,224,0,2683,379,248,1262,1385,189,53.76
3611550,6230,5109,111,155,3052,0,1445,2845,372,3400,1954,2749,54.94
3611610,1078,930,45,7,82,0,997,139,93,469,515,69,53.69
3611640,411,424,27,2,11,0,399,9,65,202,191,9,49.22
3611670,5388,10887,161,54,49,21,5155,228,634,2911,2175,48,33.11
3611700,3773,4091,170,49,150,10,3689,175,397,1387,1488,76,47.98
3611730,945,1903,51,17,31,0,906,47,150,481,409,39,33.18
3611740,985,1299,37,25,63,5,920,85,87,442,352,59,43.13
3611760,2523,4720,12,503,365,0,1560,624,167,1502,867,947,34.83
3611860,331,712,8,20,33,1,266,54,37,179,133,46,31.74
3611880,5955,8401,210,153,1050,0,4991,728,481,2844,2343,551,41.48
3611910,1592,2196,69,66,168,13,1438,143,354,573,575,92,42.03
3611940,1744,2824,58,51,126,2,1611,130,211,839,736,92,38.18
3611970,2683,4341,89,79,193,4,2480,201,324,1291,1132,142,38.2
3612030,808,1075,33,16,72,0,740,58,81,446,299,33,42.91
3612120,416,530,10,6,20,0,400,31,43,211,145,14,43.97
3612180,3014,6548,0,480,296,0,2227,493,284,1654,1068,976,31.52
3612240,2833,3788,64,64,118,0,2793,97,295,1367,1074,7,42.79
3612270,3277,4209,201,20,122,0,3069,346,328,1752,1328,180,43.78
3612300,1598,2401,55,45,110,4,1483,127,173,749,635,89,39.96
3612330,2500,4489,130,131,633,32,1678,798,259,1143,1037,425,35.77
3612360,2044,2016,112,35,89,5,2014,108,270,894,821,46,50.34
3612390,1812,2743,86,13,33,3,1747,56,252,933,789,29,39.78
3612450,1308,1749,30,30,55,0,1289,45,136,631,496,3,42.79
3612510,3467,13643,0,887,155,17,2475,318,186,1904,709,1157,20.26
3612630,15763,20047,601,393,2816,0,12944,2268,1131,7515,6552,1644,44.02
3612660,353,847,2,30,39,0,298,34,25,163,126,25,29.42
3612720,2358,6365,162,227,512,0,1536,906,81,1406,723,712,27.03
3612750,1299,1536,36,26,54,0,1260,50,126,622,505,27,45.82
3612840,573,1369,14,12,62,0,473,152,50,301,145,124,29.51
3612870,1255,2067,38,49,119,0,1121,99,114,658,461,63,37.78
3612900,1217,1627,28,28,51,0,1199,42,127,587,461,3,42.79
3612960,728,1033,24,11,36,0,636,136,43,299,225,360,41.34
3612990,1851,3620,60,18,19,7,1773,76,222,995,754,18,33.83
3613020,977,1450,10,95,62,0,915,95,49,260,314,53,40.26
3613080,4565,10951,32,393,498,0,3846,444,318,2101,1634,328,29.42
3613110,1009,1587,33,22,40,0,987,38,124,495,400,15,38.87
3613230,659,1413,16,40,69,3,527,107,73,356,266,91,31.81
3613290,4107,12329,53,595,591,0,3158,600,221,2847,1386,913,24.99
3613350,3478,7029,104,35,32,14,3328,147,409,1879,1404,31,33.1
3613380,1159,1508,54,21,31,0,1115,49,123,599,469,24,43.46
3613440,360,359,19,6,16,1,354,19,48,157,144,9,50.07
3613470,692,958,26,11,26,0,676,31,87,324,296,17,41.94
3613530,1637,3909,39,34,178,0,1351,433,141,859,413,354,29.52
3613560,494,584,14,10,20,0,479,19,48,237,192,10,45.83
3613590,1491,1668,68,19,61,4,1455,71,162,568,587,35,47.2
3613620,1560,4823,83,82,163,0,1371,425,99,1017,434,250,24.44
3613710,976,1153,27,20,40,0,946,38,95,467,379,20,45.84
3613740,2476,7612,99,161,411,0,1503,1068,88,1414,818,786,24.54
3613770,410,504,20,14,34,2,383,31,78,160,155,19,44.86
3613830,544,728,12,12,23,0,536,19,57,263,206,1,42.77
3613950,960,2592,66,92,209,0,626,369,33,572,294,290,27.03
3613980,2018,6132,34,111,203,0,1716,383,216,1213,665,225,24.76
3614010,5236,10728,383,371,1109,0,3890,2014,336,2409,2004,1390,32.8
3614130,7309,5986,130,184,3581,0,1694,3339,437,3987,2292,3224,54.98
3614190,1824,3832,107,88,311,0,1040,833,227,780,581,718,32.25
3614220,1782,2057,57,19,64,0,1731,58,185,895,759,30,46.42
3614250,520,513,29,9,22,1,513,27,69,228,209,12,50.34
3614280,2580,5975,0,596,460,1,1500,429,109,1615,745,947,30.16
3614310,827,815,46,14,36,2,815,44,109,362,332,19,50.37
3614340,3594,9934,49,975,73,0,2394,534,156,2401,1412,1367,26.57
3614400,1945,3260,65,104,242,0,1786,295,186,998,592,67,37.37
3614430,1591,2258,52,23,79,0,1390,297,93,653,491,788,41.34
3614460,4572,7122,146,121,794,0,3914,453,413,2188,1690,367,39.1
3614490,557,574,36,3,15,0,541,12,89,273,259,12,49.25
3614550,975,1892,30,10,16,3,932,45,113,513,399,10,34.01
3614580,1715,1975,56,26,85,0,1640,69,185,853,719,45,46.48
3614610,1242,1696,44,8,87,1,1187,95,126,537,560,22,42.27
3614640,2027,2651,94,37,58,0,1948,89,217,1040,818,46,43.33
3614670,918,1487,30,27,66,1,848,69,111,442,388,48,38.17
3614700,1620,3745,41,137,170,1,1412,142,172,703,519,127,30.2
3614730,1063,1611,19,45,181,0,871,75,108,403,436,75,39.75
3614760,1279,1923,23,52,205,0,1065,88,130,496,522,84,39.94
3614820,1843,2553,70,30,68,0,1803,83,231,865,789,44,41.92
3614850,5148,6430,109,131,460,0,4775,326,641,2432,2121,169,44.46
3614880,544,750,24,23,57,4,491,49,121,196,197,32,42.04
3614940,2659,3536,107,52,236,0,2435,190,268,1467,985,110,42.92
3614970,2878,3851,65,65,120,0,2837,98,301,1389,1091,7,42.77
3615060,667,887,27,13,59,0,611,48,67,368,247,28,42.92
3615090,3024,9215,177,121,329,0,2678,880,195,1937,824,478,24.71
3615180,4572,8563,52,256,590,23,3747,822,410,2229,1686,488,34.81
3615210,2316,3092,92,47,211,0,2114,166,233,1266,861,98,42.83
3615270,255,320,26,6,12,0,239,10,27,97,99,4,44.35
3615300,4403,6067,191,183,464,36,3976,394,977,1586,1591,255,42.05
3615330,67,84,7,2,3,0,63,3,7,25,26,1,44.37
3615360,2361,4971,20,49,54,1,2326,74,223,1329,903,93,32.2
3615390,3515,6786,42,182,171,0,3312,412,256,1760,1263,347,34.12
3615450,1005,2713,69,97,218,0,655,386,34,599,308,303,27.03
3615480,897,2091,40,64,203,0,616,190,73,622,403,177,30.02
3615510,1459,3673,52,211,83,0,1258,282,117,1118,563,257,28.43
3615540,1683,4745,37,27,214,0,1386,458,160,835,586,247,26.18
3615570,11836,17681,68,1295,770,0,11032,1214,472,2793,3705,640,40.1
3615630,6770,5823,280,44,522,0,6258,884,579,2944,3230,441,53.76
3615720,305,378,7,4,9,0,300,21,32,147,105,8,44.66
3615780,2423,5533,87,182,289,0,2091,475,207,1289,872,354,30.46
3615810,1795,4063,3,310,159,0,1312,289,158,1010,641,592,30.64
3615870,434,581,10,10,18,0,428,15,45,210,165,1,42.76
3615900,3886,4542,29,338,701,0,3237,445,237,1403,1744,303,46.11
3615980,1981,2544,121,12,74,0,1855,209,198,1059,803,109,43.78
3615990,1395,2036,62,22,83,1,1333,84,176,672,547,75,40.66
3616080,1357,5115,11,59,90,0,1196,250,103,761,291,189,20.97
3616140,217,272,23,5,10,0,203,9,23,82,84,4,44.38
3616170,1701,2134,176,39,80,1,1591,70,179,644,659,30,44.35
3616200,819,1197,28,9,75,1,771,60,85,363,348,21,40.62
3616230,10916,18095,220,640,851,0,9952,326,800,5463,5025,850,37.63
3616260,1569,6440,8,86,62,0,1509,188,194,1131,479,134,19.59
3616290,7953,13227,284,422,979,1,7281,1232,753,4056,2435,288,37.55
3616380,542,747,24,23,57,4,489,49,120,195,196,31,42.05
3616410,878,1253,42,11,49,0,841,53,115,428,342,46,41.2
3616440,3229,5540,82,89,406,0,2714,386,381,1456,1196,259,36.82
3616470,1247,1668,28,28,52,0,1229,43,130,602,473,3,42.78
3616500,1143,1433,119,26,54,1,1069,47,120,432,443,20,44.37
3616530,169,212,18,4,8,0,158,7,18,64,66,3,44.36
3616560,2339,4727,70,24,21,9,2238,99,275,1264,945,21,33.1
3616620,3465,9372,125,166,429,2,2468,1109,367,1697,1013,930,26.99
3616680,6109,12611,45,143,243,0,5922,259,573,3367,2306,305,32.63
3616710,1328,1985,8,145,86,0,1238,136,53,313,416,72,40.08
3616740,2826,4289,51,120,484,0,2313,201,286,1071,1160,202,39.72
3616800,420,526,8,4,11,0,415,32,43,203,141,12,44.4
3616830,4470,8662,30,536,303,0,3640,1370,142,2749,1237,955,34.04
3616950,1464,1997,52,10,102,1,1400,112,149,633,660,26,42.3
3616960,799,1068,18,18,33,0,787,27,83,385,303,2,42.8
3616980,1502,1981,56,38,96,8,1403,130,133,673,537,90,43.12
3617130,950,1292,34,6,66,1,908,72,98,412,429,17,42.37
3617160,4377,11018,155,634,248,0,3774,846,351,3355,1690,770,28.43
3617190,3261,4302,100,75,257,0,3036,165,394,1625,1154,79,43.12
3617220,2003,2526,236,70,139,6,1657,516,141,829,719,196,44.23
3617380,4329,9627,133,252,721,0,3306,1069,338,2350,1606,985,31.02
3617430,821,809,45,14,35,2,809,43,108,359,330,19,50.37
3617460,1279,1476,41,13,46,0,1242,42,133,642,544,21,46.42
3617520,7889,13875,229,380,907,53,7244,381,715,3542,3146,539,36.25
3617580,625,786,72,22,43,2,517,158,44,259,225,60,44.29
3617640,1646,2666,54,48,118,2,1521,123,199,792,695,87,38.17
3617670,6332,8354,194,146,498,0,5897,321,765,3157,2240,153,43.12
3617700,1718,3732,0,273,168,0,1269,281,162,943,609,556,31.52
3617730,4586,9052,47,529,378,0,3679,1365,167,2853,1342,973,33.63
3617760,124,156,13,3,6,0,116,5,13,47,48,2,44.29
3617820,1517,2092,66,63,160,12,1370,136,337,546,548,88,42.03
3617880,428,591,19,18,45,3,387,38,95,154,155,25,42.0
3617910,2160,4077,72,273,447,0,1333,740,102,1186,602,536,34.63
3617940,586,998,33,29,80,0,527,26,62,289,217,40,36.99
3617970,704,961,25,5,49,1,673,54,72,305,318,13,42.28
3618030,1226,1623,46,31,79,6,1145,106,110,550,440,73,43.03
3618080,512,656,19,8,14,0,498,28,54,258,194,13,43.84
3618090,864,851,48,15,37,2,851,45,114,378,347,20,50.38
3618120,3038,6525,73,181,305,13,2434,492,341,1639,1222,418,31.77
3618150,2976,3495,39,202,422,0,2595,278,215,1176,1286,183,45.99
3618180,3314,4156,344,77,156,2,3099,136,349,1254,1284,58,44.36
3618210,1856,3469,79,238,475,0,1017,659,98,976,518,483,34.85
3618240,3686,7579,67,200,1398,25,1804,1122,232,2063,1541,1054,32.72
3618270,1137,4737,0,295,29,6,833,92,63,612,219,374,19.36
3618330,4071,6792,227,181,497,0,3703,186,446,2003,1516,269,37.48
3618450,792,1020,35,15,23,0,762,33,84,405,320,16,43.71
3618480,1610,2583,86,59,168,0,1485,80,186,790,607,101,38.4
3618510,708,846,24,15,32,0,680,36,67,340,273,18,45.56
3618540,993,1310,37,25,64,5,928,86,88,445,355,59,43.12
3618570,1961,3271,73,99,324,0,1686,358,180,969,619,126,37.48
3618600,3053,5238,77,84,384,0,2566,365,360,1376,1131,245,36.82
3618630,3695,12485,96,166,122,0,3255,802,423,2375,1687,466,22.84
3618660,3281,3233,181,57,141,9,3235,173,432,1437,1318,74,50.37
3618690,6136,10563,50,238,727,0,5257,1477,408,2985,2073,976,36.74
3618750,1052,1350,64,7,39,0,985,111,105,562,426,58,43.8
3618840,568,739,26,10,15,0,546,24,60,293,230,12,43.46
3618900,1405,2869,68,33,71,0,1321,71,214,687,607,63,32.87
3618960,1835,2503,65,12,128,2,1754,141,188,796,827,32,42.3
3618990,478,1146,3,41,52,0,402,46,33,220,171,34,29.43
3619170,2363,2562,106,30,94,7,2310,109,249,869,932,47,47.98
3619200,6991,13461,272,551,932,0,6019,1427,676,3678,2440,1080,34.18
3619230,8010,15818,163,463,909,0,6693,1888,453,3917,3030,1338,33.62
3619260,903,1220,16,16,30,0,880,71,90,434,305,31,42.53
3619320,5887,10576,307,309,1496,76,3946,1882,610,2691,2442,994,35.76
3619350,482,604,9,5,13,0,476,37,50,233,162,14,44.38
3619380,1039,1929,5,29,79,0,901,189,90,483,356,100,35.01
3619410,1213,3951,37,79,103,0,1071,198,83,680,451,140,23.49
3619500,2738,5872,0,626,527,0,1554,477,113,1738,815,1015,31.8
3619530,146,183,15,3,7,0,136,6,15,55,57,3,44.38
3619560,3018,5366,165,157,747,37,2040,958,309,1375,1246,502,36.0
3619650,4771,6768,156,70,237,0,4167,889,280,1958,1472,2362,41.35
3619680,3910,6496,187,172,1038,5,2778,1032,333,1754,1362,552,37.57
3619710,485,1158,11,10,53,0,400,128,42,254,122,105,29.52
3619740,4351,5487,513,152,302,13,3598,1120,306,1802,1561,426,44.23
3619800,1227,1723,58,13,60,0,1181,76,163,598,480,62,41.59
3619830,881,1105,91,20,41,0,824,36,93,333,341,15,44.36
3619860,426,533,8,4,11,0,420,33,44,206,143,13,44.42
3619890,529,521,29,9,23,1,521,28,70,232,212,12,50.38
3619920,942,1226,44,17,25,0,906,40,100,486,381,20,43.45
3619950,2189,8251,18,96,145,0,1929,403,167,1227,469,304,20.97
3620010,763,1236,25,22,55,1,705,57,92,367,322,40,38.17
3620040,1064,3269,32,71,95,0,928,186,69,584,402,134,24.56
3620100,10317,17447,199,608,4637,89,4836,2668,722,5807,4496,2822,37.16
3620160,1483,3116,87,71,253,0,845,677,185,634,473,584,32.25
3620190,1456,3501,33,101,210,0,1203,205,74,827,672,371,29.37
3620220,831,1296,28,23,57,2,774,61,97,395,345,43,39.07
3620340,5195,10965,335,366,1041,0,3935,1780,322,2487,2059,1369,32.15
3620370,3265,3689,114,161,524,0,2748,316,451,1498,1194,331,46.95
3620430,740,1016,26,18,80,0,661,53,74,379,281,36,42.14
3620460,3001,5028,100,161,374,0,2756,456,286,1539,914,103,37.38
3620490,9488,19510,172,514,3599,64,4643,2888,598,5310,3966,2712,32.72
3620520,45,108,1,1,5,0,37,12,4,24,11,10,29.41
3620580,1736950,1526176,55184,285889,551542,1560,661285,643460,60738,806615,566819,723988,53.23
3620610,983,1110,34,49,160,0,825,96,137,450,358,101,46.97
3620640,2612,3468,98,66,167,13,2439,225,234,1174,939,155,42.96
3620670,1328,1810,45,27,64,0,1285,67,163,615,560,35,42.32
3620700,9675,15941,460,414,2583,0,6905,2501,806,4330,3307,1343,37.77
3620730,80,100,8,2,4,0,75,3,8,30,31,1,44.44
3620760,1813,2392,56,42,143,0,1688,92,219,904,641,44,43.12
3620790,904,1351,5,99,59,0,843,93,36,213,283,49,40.09
3620820,10729,10971,946,271,2450,173,8950,1079,1125,4532,5163,445,49.44
3620850,5738,6087,464,143,1200,80,4858,540,613,2479,2667,225,48.52
3620880,4125,6304,121,338,897,19,3189,488,507,1923,1478,319,39.55
3620910,2975,7580,74,182,231,0,2413,659,252,1702,1169,528,28.19
3620970,584,1179,17,6,5,2,558,25,69,315,236,5,33.13
3621180,631,2066,9,30,48,1,541,112,55,350,172,88,23.4
3621210,8894,15592,289,431,1043,53,8148,424,822,4041,3515,608,36.32
3621240,6723,6875,593,170,1535,108,5608,676,705,2840,3236,279,49.44
3621250,1670,2094,173,39,78,1,1561,68,176,632,647,29,44.37
3621260,1162,1457,121,27,55,1,1087,48,122,440,450,20,44.37
3621270,2897,9316,115,250,272,0,2492,648,173,1983,856,479,23.72
3621300,507,648,34,5,20,0,475,48,51,259,204,25,43.9
3621330,2480,2931,70,50,103,0,2404,96,241,1188,963,52,45.83
3621360,1256,1237,69,22,54,3,1238,66,165,550,505,29,50.38
3621450,730,1135,26,19,49,1,679,51,90,350,312,35,39.14
3621480,2366,5472,85,165,384,0,1904,483,129,1279,1043,610,30.19
3621510,866,1181,31,6,60,1,828,67,88,375,391,15,42.31
3621540,103,242,1,3,12,0,87,27,9,50,36,16,29.86
3621570,3752,8741,169,269,848,0,2576,796,306,2600,1686,739,30.03
3621630,964,1337,36,17,36,0,942,45,120,448,411,24,41.89
3621660,2077,2046,114,36,90,6,2047,109,274,909,834,47,50.38
3621720,3056,3152,199,14,82,0,2968,64,487,1500,1422,68,49.23
3621780,3327,4155,62,36,90,0,3279,251,343,1607,1121,98,44.47
3621810,913,1416,48,27,82,0,852,49,110,448,348,54,39.2
3621840,2723,3640,278,104,217,6,2298,646,204,1178,950,235,42.79
3621900,4884,9689,142,61,115,17,4603,253,574,2586,1951,88,33.51
3621930,219,523,5,5,24,0,181,58,19,115,55,47,29.51
3621960,863,978,30,37,121,0,744,74,114,402,324,76,46.88
3622020,4167,8982,238,200,698,0,2417,1867,513,1799,1315,1608,31.69
3622050,6051,6562,273,78,240,17,5917,280,637,2226,2386,121,47.97
3622100,424,518,14,9,16,0,409,17,42,208,167,9,45.01
3622140,1260,1663,47,31,80,6,1178,108,112,565,451,75,43.11
3622170,2724,3203,33,83,320,0,2453,199,338,1291,1098,103,45.96
3622200,292,349,7,3,9,0,284,15,30,144,112,7,45.55
3622260,969,1145,27,20,40,0,940,38,94,464,376,20,45.84
3622290,1446,3143,0,230,142,0,1069,237,136,794,513,468,31.51
3622380,2295,3058,85,58,147,11,2143,198,207,1033,828,136,42.87
3622410,756,651,31,5,58,0,699,99,65,329,361,49,53.73
3622440,563,555,31,10,24,2,555,30,74,246,226,13,50.36
3622470,6469,12905,200,491,734,0,5203,1582,286,3092,2726,1196,33.39
3622500,774,1063,28,6,54,1,739,59,79,336,348,14,42.13
3622530,1031,2195,23,59,102,4,830,168,114,551,410,140,31.96
3622560,1596,3845,35,111,230,0,1321,219,81,909,738,407,29.33
3622650,2914,6122,171,140,498,0,1661,1331,363,1246,929,1148,32.25
3622680,1825,3087,35,108,820,16,856,472,128,1027,795,499,37.15
3622710,4504,9041,67,270,274,2,4175,505,347,2175,1547,431,33.25
3622740,2741,3618,102,69,175,14,2561,237,244,1229,981,163,43.1
3622770,1240,1699,44,9,87,1,1185,95,127,538,558,23,42.19
3622830,2324,2915,241,54,109,1,2173,95,245,879,901,41,44.36
3622890,1727,2790,57,51,125,2,1597,129,208,831,728,91,38.23
3622920,2142,2469,91,35,100,7,2083,100,221,803,847,53,46.45
3623010,4660,7587,309,222,844,36,3527,1270,433,2121,1768,584,38.05
3623040,1228,2065,20,31,98,0,1085,178,113,606,431,96,37.29
3623070,854,805,45,5,45,0,809,67,104,395,403,38,51.48
3623130,54,68,6,1,3,0,51,2,6,21,21,1,44.26
3623160,3432,9697,66,429,444,0,2860,337,326,1370,839,335,26.14
3623190,1518,5128,39,68,50,0,1337,329,174,976,693,191,22.84
3623220,2612,7220,36,709,53,0,1740,388,114,1745,1026,993,26.57
3623280,3728,4676,387,86,175,2,3487,153,393,1411,1445,65,44.36
3623310,1080,2268,63,52,184,0,615,493,135,462,344,425,32.26
3623340,379,879,24,25,72,0,227,163,35,186,119,136,30.13
3623370,749,866,24,8,27,0,727,25,78,375,318,12,46.38
3623430,1009,1415,48,10,50,0,971,63,133,491,394,52,41.63
3623460,3061,9409,123,199,508,0,1857,1320,108,1748,1011,971,24.55
3623490,613,1997,19,40,52,0,541,100,42,344,228,71,23.49
3623520,2263,3986,127,116,548,27,1539,714,230,1028,931,372,36.21
3623580,2242,9338,0,582,57,12,1643,182,124,1207,431,737,19.36
3623640,940,970,61,4,25,0,913,20,150,462,437,21,49.21
3623670,2714,2675,149,47,117,7,2676,143,358,1188,1090,62,50.36
3623760,4510,8620,120,555,1149,73,3183,787,434,2436,1947,588,34.35
3623790,497,684,19,9,20,0,483,25,60,231,208,14,42.08
3623880,1124,1219,51,14,45,3,1099,52,118,413,443,23,47.97
3623970,115,153,3,2,4,0,113,4,12,55,44,0,42.91
3624000,1266,2712,36,73,138,5,980,249,144,666,496,213,31.83
3624030,4220,5643,96,96,176,0,4160,144,440,2036,1600,10,42.79
3624060,257,613,6,5,28,0,212,68,22,135,65,56,29.54
3624090,1279,1310,82,6,37,0,1240,32,200,625,595,30,49.4
3624120,26,32,3,1,1,0,24,1,3,10,10,0,44.83
3624150,1747,3996,18,139,187,0,1485,165,127,821,628,120,30.42
3624210,932,1277,41,15,51,2,887,66,108,440,352,51,42.19
3624240,1753,3120,18,46,136,0,1533,290,156,838,607,156,35.97
3624270,929,1505,31,27,67,1,858,69,112,447,392,49,38.17
3624360,544,629,17,6,19,0,529,18,57,273,232,9,46.38
3624420,282,674,7,6,31,0,233,75,24,148,71,61,29.5
3624450,1509,2290,27,64,258,0,1235,107,153,572,619,108,39.72
3624480,1311,2434,7,36,99,0,1137,238,114,610,449,127,35.01
3624570,624,780,12,7,17,0,615,48,64,301,209,19,44.44
3624630,603,1853,24,39,100,0,366,260,21,344,199,191,24.55
3624660,433,372,18,3,33,0,400,56,37,188,206,28,53.79
3624690,4712,11152,109,101,514,0,3896,1243,404,2468,1204,1010,29.7
3624750,56929,35921,1365,2138,26526,142,27045,11980,3505,18938,23292,7686,61.31
3624780,2428,5600,109,172,559,0,1651,524,197,1677,1086,487,30.24
3624840,1398,4554,42,91,119,0,1234,228,95,783,520,161,23.49
3624900,7077,8021,243,304,994,0,6105,611,939,3298,2657,622,46.87
3624930,798,1053,30,20,51,4,746,69,71,358,286,48,43.11
3624960,2815,4055,228,121,263,5,2440,596,228,1286,944,198,40.98
3624990,2921,2463,53,75,1420,0,698,1323,176,1602,923,1277,54.25
3625020,340,418,29,10,20,1,299,60,27,149,125,24,44.85
3625050,1267,5217,0,327,36,7,925,106,71,683,247,418,19.54
3625110,479,566,13,10,20,0,465,18,46,230,185,10,45.84
3625140,1569,2070,48,36,124,0,1461,80,189,781,556,38,43.12
3625170,5638,16090,108,717,742,0,4683,554,535,2236,1357,553,25.95
3625260,1359,4178,55,88,226,0,825,586,48,776,449,431,24.54
3625290,1033,2224,21,57,372,6,517,326,62,580,424,299,31.72
3625320,634,919,22,12,42,1,544,125,39,262,201,298,40.82
3625350,9078,18921,304,640,1211,0,7551,1959,847,4756,3196,1338,32.42
3625380,960,2294,23,20,104,0,793,254,83,504,243,208,29.5
3625410,92,220,2,2,10,0,76,24,8,48,23,20,29.49
3625440,1574,1623,103,7,42,0,1529,33,251,772,732,35,49.23
3625470,698,934,16,16,29,0,688,24,73,337,265,2,42.77
3625500,1448,1808,149,34,67,1,1356,60,153,550,562,26,44.47
3625650,1033,1123,47,14,42,3,1009,48,110,380,407,21,47.91
3625740,2174,2727,225,50,102,1,2033,89,229,823,843,38,44.36
3625770,6427,15827,287,202,296,0,6048,411,877,3066,2831,364,28.88
3625800,3082,5136,108,164,380,0,2824,475,293,1574,942,110,37.5
3625920,2026,4577,52,111,293,0,1558,488,191,1040,705,265,30.68
3625950,1991,5317,132,187,448,1,1282,758,71,1184,621,599,27.24
3625980,2495,3701,74,207,558,12,1915,302,305,1163,888,197,40.27
3626010,11472,16911,336,969,2625,56,8754,1399,1415,5334,4074,908,40.42
3626070,1011,1532,18,43,173,0,828,72,103,384,415,72,39.76
3626100,1090,1370,21,12,31,0,1071,84,112,528,368,33,44.31
3626130,399,500,41,9,19,0,373,16,42,151,155,7,44.38
3626160,1386,2763,69,28,47,0,1334,62,217,700,594,49,33.41
3626190,426,439,28,2,11,0,413,9,68,209,198,9,49.25
3626310,3179,4688,93,268,726,16,2428,387,392,1478,1130,251,40.41
3626370,1747,3874,0,282,168,0,1291,282,163,958,613,566,31.08
3626400,1089,4478,13,51,45,0,1066,85,65,766,330,150,19.56
3626430,1751,2309,66,44,112,9,1636,151,155,785,626,104,43.13
3626580,333,418,7,3,9,0,329,26,34,162,113,11,44.34
3626640,365,872,9,8,40,0,302,97,32,192,92,79,29.51
3626670,7997,21667,316,311,433,0,7433,604,959,3662,3552,537,26.96
3626700,1588,1910,50,31,62,0,1537,63,157,771,622,33,45.4
3626730,627,540,26,4,48,0,580,82,54,273,299,41,53.73
3626760,2307,2670,75,30,99,0,2222,85,245,1153,972,50,46.35
3626840,1145,3313,31,53,109,0,983,235,87,625,369,181,25.68
3626850,1415,1684,38,27,57,0,1375,61,139,678,540,31,45.66
3626880,1347,1158,56,9,104,0,1245,176,115,586,643,88,53.77
3626940,1403,2153,72,38,119,0,1313,76,170,687,535,82,39.45
3627000,1848,3171,47,51,233,0,1553,221,218,833,685,148,36.82
3627060,3975,16315,20,217,158,0,3822,476,492,2865,1214,339,19.59
3627120,1302,1717,49,33,83,7,1216,113,116,584,466,78,43.13
3627150,1484,2539,85,74,199,0,1337,64,157,731,548,102,36.89
3627180,1562,5889,13,68,104,0,1377,288,119,876,335,217,20.96
3627210,6016,10392,110,684,1258,3,4437,727,454,2487,2257,426,36.67
3627240,2889,5970,154,57,96,0,2773,131,471,1466,1256,115,32.61
3627300,3144,10369,96,342,273,0,2666,601,180,2220,963,531,23.27
3627330,478,565,13,10,20,0,464,19,46,229,186,10,45.83
3627360,1167,1609,51,49,123,9,1053,105,259,420,422,68,42.04
3627450,2160,5203,48,150,311,0,1787,297,110,1231,998,551,29.34
3627540,1530,3654,36,32,166,0,1263,405,132,803,386,331,29.51
3627570,1028,1445,48,11,51,0,990,64,135,498,401,53,41.57
3627620,742,1771,18,15,81,0,612,196,64,389,187,160,29.53
3627660,2229,1917,92,15,172,0,2060,291,191,969,1064,145,53.76
3627750,1078,1481,36,27,51,0,1043,56,128,485,449,30,42.13
3627780,3886,6158,123,103,673,0,3339,369,357,1861,1419,303,38.69
3627810,18217,17548,373,870,3073,0,13026,3714,716,6119,4633,10430,50.94
3627900,908,2168,21,19,99,0,750,240,78,477,229,196,29.52
3627960,1152,1136,63,20,50,3,1136,61,151,504,463,26,50.35
3627990,397,474,37,9,19,0,376,18,45,155,155,7,45.58
3628020,483,575,13,9,19,0,469,21,47,231,184,11,45.65
3628050,3548,4428,158,84,407,14,3221,222,415,1704,1364,100,44.48
